,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2013,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxcode,township,zip
0,237 S MAPLE AVE,"22,905",,OAK PARK,2-99,"$229,050","1,219.10","17,000",16-07-307-036-1003,975.28,0.00,"6,078.55","8,272.93","$4,921.17","$3,604.82","$3,183.90","$3,640.47","$6,078.55",27001,OAK PARK,60302
0,237 S MAPLE AVE,"22,905",,OAK PARK,2-99,"$229,050",0.00,"17,000",16-07-307-036-1004,0.00,0.00,"8,272.93","8,272.93","$7,266.17","$4,465.54","$4,805.58","$5,363.43","$8,272.93",27001,OAK PARK,60302
0,239 S MAPLE AVE,"24,433",,OAK PARK,2-99,"$244,330","1,219.10","17,000",16-07-307-036-1005,975.28,"4,489.70","2,140.74","8,824.82","$4,309.92","$2,990.02","$3,183.90","$3,382.74","$2,140.74",27001,OAK PARK,60302
0,239 S MAPLE AVE,"22,905",,OAK PARK,2-99,"$229,050","1,219.10","17,000",16-07-307-036-1006,975.28,"2,512.08","3,566.48","8,272.93","$4,309.92","$2,990.02","$3,183.90","$3,640.47","$3,566.48",27001,OAK PARK,60302
0,241 S MAPLE AVE,"22,905",,OAK PARK,2-99,"$229,050","1,219.10","17,000",16-07-307-036-1007,0.00,0.00,"7,053.83","8,272.93","$4,921.17","$3,604.82","$3,859.60","$4,358.37","$7,053.83",27001,OAK PARK,60302
0,241 S MAPLE AVE,"22,905",,OAK PARK,2-99,"$229,050",0.00,"17,000",16-07-307-036-1008,0.00,0.00,"8,272.93","8,272.93","$4,921.17","$3,604.82","$3,859.60","$4,358.37","$8,272.93",27001,OAK PARK,60302
0,243 S MAPLE AVE,"48,056","2,620",OAK PARK,2-95,"$480,560","1,219.10","1,272",16-07-307-037-0000,0.00,0.00,"16,137.96","17,357.06","$9,576.94","$12,879.81","$13,840.90","$15,498.31","$16,137.96",27001,OAK PARK,60302
0,243 S MAPLE AVE,"47,017","2,520",OAK PARK,2-95,"$470,170","1,219.10","1,386",16-07-307-038-0000,0.00,0.00,"15,762.60","16,981.70","$9,564.60","$12,812.80","$13,768.74","$15,417.91","$15,762.60",27001,OAK PARK,60302
0,243 S MAPLE AVE,"39,981","2,140",OAK PARK,2-95,"$399,810",0.00,"1,141",16-07-307-039-0000,0.00,0.00,"14,440.48","14,440.48","$9,255.06","$12,552.74","$13,489.00","$15,105.48","$14,440.48",27001,OAK PARK,60302
0,243 S MAPLE AVE,"47,017","2,520",OAK PARK,2-95,"$470,170","1,219.10","1,386",16-07-307-040-0000,975.28,0.00,"14,787.32","16,981.70","$8,953.35","$12,198.00","$12,836.68","$14,413.85","$14,787.32",27001,OAK PARK,60302
0,243 S MAPLE AVE,"40,174","2,140",OAK PARK,2-95,"$401,740","1,219.10","1,141",16-07-307-041-0000,0.00,0.00,"13,291.12","14,510.22","$9,255.06","$10,770.68","$11,571.23","$12,637.91","$13,291.12",27001,OAK PARK,60302
0,243 S MAPLE AVE,"44,857","2,405",OAK PARK,2-95,"$448,570","1,219.10","1,429",16-07-307-042-0000,0.00,0.00,"14,982.50","16,201.60","$9,581.47","$12,108.73","$13,011.14","$14,572.22","$14,982.50",27001,OAK PARK,60302
0,243 S MAPLE AVE,298,,OAK PARK,2-41,"$2,980",0.00,206,16-07-307-043-0000,0.00,0.00,107.65,107.65,$80.44,$82.75,$89.06,$99.36,$107.65,27001,OAK PARK,60302
0,243 S MAPLE AVE,1,,OAK PARK,1-00,,0.00,958,16-07-307-044-0000,0.00,0.00,0.00,0.00,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,243 S MAPLE AVE,1,,OAK PARK,2-41,$10,0.00,"33,280",16-07-307-045-0000,0.00,0.00,0.00,0.00,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,201 S MAPLE AVE,"14,127",,OAK PARK,2-99,"$141,270","1,219.10","33,950",16-07-307-046-1001,975.28,0.00,"2,908.04","5,102.42","$2,386.56","$2,673.03","$2,842.81","$3,259.84","$2,908.04",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,254",,OAK PARK,2-99,"$182,540","1,219.10","33,950",16-07-307-046-1002,0.00,0.00,"5,373.91","6,593.01","$4,123.86","$4,611.49","$4,943.02","$5,567.46","$5,373.91",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,314",,OAK PARK,2-99,"$83,140","1,219.10","33,950",16-07-307-046-1003,516.65,"1,267.13",0.00,"3,002.89",$273.60,$275.18,$302.44,$321.33,$0.00,27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,816",,OAK PARK,2-99,"$178,160","1,219.10","33,950",16-07-307-046-1004,0.00,0.00,"5,215.68","6,434.78","$4,004.42","$4,371.23","$4,684.36","$5,278.86","$5,215.68",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,751",,OAK PARK,2-99,"$97,510","1,219.10","33,950",16-07-307-046-1005,0.00,0.00,"2,302.76","3,521.86","$1,804.41","$2,003.02","$2,135.89","$2,434.54","$2,302.76",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,439",,OAK PARK,2-99,"$94,390","1,219.10","33,950",16-07-307-046-1006,0.00,0.00,"2,190.11","3,409.21","$1,719.20","$1,911.29","$2,037.10","$2,324.27","$2,190.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"10,189",,OAK PARK,2-99,"$101,890",0.00,"33,950",16-07-307-046-1007,0.00,0.00,"3,680.10","3,680.10","$2,779.23","$2,992.11","$3,219.98","$3,593.81","$3,680.10",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,627",,OAK PARK,2-99,"$96,270","1,219.10","33,950",16-07-307-046-1008,0.00,0.00,"2,258.02","3,477.12","$1,769.94","$1,966.25","$2,096.16","$2,390.32","$2,258.02",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,378",,OAK PARK,2-99,"$193,780","1,219.10","33,950",16-07-307-046-1009,0.00,0.00,"5,779.88","6,998.98","$4,430.34","$4,829.99","$5,178.02","$5,829.92","$5,779.88",27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,566",,OAK PARK,2-99,"$175,660","1,219.10","33,950",16-07-307-046-1010,975.28,0.00,"4,150.18","6,344.56","$3,324.47","$3,682.77","$3,929.33","$4,472.52","$4,150.18",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,688",,OAK PARK,2-99,"$96,880","1,219.10","33,950",16-07-307-046-1011,975.28,934.32,370.48,"3,499.18","$1,105.02","$1,111.44","$1,221.53","$1,297.82",$370.48,27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,314",,OAK PARK,2-99,"$93,140",0.00,"33,950",16-07-307-046-1012,0.00,0.00,"3,364.11","3,364.11","$1,684.97","$1,874.40","$1,997.37","$3,285.11","$3,364.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,940",,OAK PARK,2-99,"$139,400","1,219.10","33,950",16-07-307-046-1013,0.00,0.00,"3,815.78","5,034.88","$2,947.08","$3,233.23","$3,459.72","$3,912.12","$3,815.78",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,628",,OAK PARK,2-99,"$186,280",0.00,"33,950",16-07-307-046-1014,0.00,0.00,"6,728.09","6,728.09","$5,081.44","$5,470.61","$5,887.10","$6,570.51","$6,728.09",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,438",,OAK PARK,2-99,"$84,380","1,219.10","33,950",16-07-307-046-1015,0.00,0.00,"1,828.53","3,047.63","$1,446.10","$1,617.42","$1,720.87","$1,971.35","$1,828.53",27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,859",,OAK PARK,2-99,"$178,590",0.00,"33,950",16-07-307-046-1016,0.00,0.00,"6,450.38","6,450.38","$4,962.01","$5,017.14","$5,399.25","$6,026.05","$6,450.38",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,565",,OAK PARK,2-99,"$135,650","1,219.10","33,950",16-07-307-046-1017,0.00,0.00,"3,680.34","4,899.44","$2,844.51","$3,122.94","$3,341.07","$3,779.60","$3,680.34",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160",0.00,"33,950",16-07-307-046-1018,0.00,0.00,"7,157.21","7,157.21","$5,405.53","$5,819.45","$6,262.52","$6,989.47","$7,157.21",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,751",,OAK PARK,2-99,"$87,510","1,219.10","33,950",16-07-307-046-1019,0.00,0.00,"1,941.66","3,160.76","$1,531.43","$1,709.14","$1,819.66","$2,081.62","$1,941.66",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160","1,219.10","33,950",16-07-307-046-1020,0.00,0.00,"5,938.11","7,157.21","$4,549.78","$4,958.73","$5,316.54","$5,984.41","$5,938.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,754",,OAK PARK,2-99,"$177,540","1,219.10","33,950",16-07-307-046-1021,975.28,"1,095.73","3,122.36","6,412.47","$3,375.93","$3,737.98","$3,988.93","$4,538.85","$3,122.36",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,189",,OAK PARK,2-99,"$91,890","1,219.10","33,950",16-07-307-046-1022,975.28,0.00,"1,124.50","3,318.88","$1,039.49","$1,222.71","$1,282.07","$1,517.78","$1,124.50",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,126",,OAK PARK,2-99,"$91,260","1,219.10","33,950",16-07-307-046-1023,975.28,0.00,"1,101.82","3,296.20","$1,022.62","$1,204.64","$1,262.61","$1,496.10","$1,101.82",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,940",,OAK PARK,2-99,"$139,400","1,219.10","33,950",16-07-307-046-1024,0.00,0.00,"3,815.78","5,034.88","$2,947.08","$3,233.23","$3,459.72","$3,912.12","$3,815.78",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,629",,OAK PARK,2-99,"$186,290","1,219.10","33,950",16-07-307-046-1025,0.00,0.00,"5,509.36","6,728.46","$4,225.69","$4,128.01","$4,422.59","$4,986.68","$5,509.36",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,438",,OAK PARK,2-99,"$84,380",0.00,"33,950",16-07-307-046-1026,0.00,0.00,"3,047.63","3,047.63","$2,301.85","$2,478.14","$2,666.85","$2,976.41","$3,047.63",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,191",,OAK PARK,2-99,"$181,910","1,219.10","33,950",16-07-307-046-1027,0.00,0.00,"5,351.12","6,570.22","$4,106.26","$4,481.15","$4,802.74","$5,410.96","$5,351.12",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,565",,OAK PARK,2-99,"$135,650",0.00,"33,950",16-07-307-046-1028,0.00,0.00,"4,899.44","4,899.44","$3,700.26","$3,983.66","$4,287.05","$4,784.66","$4,899.44",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160","1,219.10","33,950",16-07-307-046-1029,0.00,0.00,"5,938.11","7,157.21","$4,549.78","$4,958.73","$5,316.54","$5,984.41","$5,938.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,751",,OAK PARK,2-99,"$87,510","1,219.10","33,950",16-07-307-046-1030,975.28,0.00,966.38,"3,160.76",$920.18,$925.52,"$1,143.96","$1,363.72",$966.38,27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160","1,219.10","33,950",16-07-307-046-1031,975.28,0.00,"4,962.83","7,157.21","$3,938.53","$4,343.93","$4,640.84","$5,266.51","$4,962.83",27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,754",,OAK PARK,2-99,"$177,540","1,219.10","33,950",16-07-307-046-1032,0.00,0.00,"4,949.55","6,412.47","$3,131.43","$3,492.06","$4,394.35","$4,969.59","$4,949.55",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,189",,OAK PARK,2-99,"$91,890","1,219.10","33,950",16-07-307-046-1033,0.00,0.00,"2,099.78","3,318.88","$1,650.74","$1,837.51","$1,957.77","$2,235.68","$2,099.78",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,126",,OAK PARK,2-99,"$91,260",0.00,"33,950",16-07-307-046-1034,0.00,0.00,"3,296.20","3,296.20","$1,633.87","$1,819.44","$2,884.29","$3,219.06","$3,296.20",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,940",,OAK PARK,2-99,"$139,400",0.00,"33,950",16-07-307-046-1035,0.00,0.00,"5,034.88","5,034.88","$3,802.83","$4,093.95","$4,405.70","$4,917.18","$5,034.88",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,629",,OAK PARK,2-99,"$186,290","1,219.10","33,950",16-07-307-046-1036,975.28,0.00,"4,534.08","6,728.46","$3,614.44","$3,995.09","$4,265.42","$4,847.55","$4,534.08",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,438",,OAK PARK,2-99,"$84,380",0.00,"33,950",16-07-307-046-1037,0.00,0.00,"3,047.63","3,047.63","$1,446.10","$2,478.14","$2,666.85","$2,976.41","$3,047.63",27001,OAK PARK,60302
0,201 S MAPLE AVE,"18,191",,OAK PARK,2-99,"$181,910","1,219.10","33,950",16-07-307-046-1038,0.00,0.00,"5,351.12","6,570.22","$4,106.26","$4,481.15","$4,802.74","$5,410.96","$5,351.12",27001,OAK PARK,60302
0,201 S MAPLE AVE,"13,565",,OAK PARK,2-99,"$135,650",0.00,"33,950",16-07-307-046-1039,0.00,0.00,"4,899.44","4,899.44","$2,233.26","$1,893.34","$2,468.74","$4,784.66","$4,899.44",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160","1,219.10","33,950",16-07-307-046-1040,0.00,0.00,"5,938.11","7,157.21","$4,549.78","$4,958.73","$5,316.54","$5,984.41","$5,938.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"8,751",,OAK PARK,2-99,"$87,510",0.00,"33,950",16-07-307-046-1041,0.00,0.00,"3,160.76","3,160.76","$2,387.18","$2,569.86","$2,765.64","$3,086.68","$3,160.76",27001,OAK PARK,60302
0,201 S MAPLE AVE,"19,816",,OAK PARK,2-99,"$198,160","1,219.10","33,950",16-07-307-046-1042,0.00,0.00,"5,938.11","7,157.21","$4,549.78","$4,958.73","$5,316.54","$5,984.41","$5,938.11",27001,OAK PARK,60302
0,201 S MAPLE AVE,"17,754",,OAK PARK,2-99,"$177,540",0.00,"33,950",16-07-307-046-1043,0.00,0.00,"6,412.47","6,412.47","$4,842.93","$5,213.50","$5,610.61","$6,261.81","$6,412.47",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,189",,OAK PARK,2-99,"$91,890",0.00,"33,950",16-07-307-046-1044,0.00,0.00,"3,318.88","3,318.88","$2,506.49","$2,482.44","$2,671.45","$2,981.58","$3,318.88",27001,OAK PARK,60302
0,201 S MAPLE AVE,"9,126",,OAK PARK,2-99,"$91,260","1,219.10","33,950",16-07-307-046-1045,975.28,0.00,"1,101.82","3,296.20","$1,022.62","$1,204.64","$1,262.61","$1,496.10","$1,101.82",27001,OAK PARK,60302
0,230 S MAPLE AVE,"159,828",,OAK PARK,3-15,,0.00,"17,000",16-07-308-004-0000,0.00,0.00,"57,727.07","57,727.07","$43,639.83","$52,069.26","$56,034.45","$62,539.14","$57,727.07",27001,OAK PARK,60302
0,250 S MAPLE AVE,"44,165",,OAK PARK,3-14,,0.00,"8,500",16-07-308-006-0000,0.00,0.00,"15,951.68","15,951.68","$11,915.71","$12,279.52","$13,214.66","$14,748.54","$15,951.68",27001,OAK PARK,60302
0,254 S MAPLE AVE,"135,013",,OAK PARK,3-15,,0.00,"13,260",16-07-308-007-0000,0.00,0.00,"48,764.37","48,764.37","$38,523.18","$37,091.25","$44,490.52","$49,655.13","$48,764.37",27001,OAK PARK,60302
0,203 S MARION ST,"42,316","9,351",OAK PARK,2-12,"$423,160",0.00,"8,500",16-07-308-008-0000,0.00,0.00,"15,283.86","15,283.86","$11,696.76","$12,043.93","$12,881.68","$14,377.10","$15,283.86",27004,OAK PARK,60302
0,207 S MARION ST,"42,316","9,351",OAK PARK,2-12,"$423,160",0.00,"8,500",16-07-308-009-0000,0.00,0.00,"15,283.86","15,283.86","$11,696.76","$12,043.93","$12,881.68","$14,377.10","$15,283.86",27004,OAK PARK,60302
0,211 S MARION ST,"7,712",,OAK PARK,2-90,"$77,120",0.00,"8,500",16-07-308-010-0000,0.00,0.00,"2,785.40","2,785.40","$2,110.77","$2,173.44","$2,339.00","$2,610.57","$2,785.40",27004,OAK PARK,60302
0,211 S MARION ST,"7,712",,OAK PARK,2-90,"$77,120",0.00,"8,500",16-07-308-011-0000,0.00,0.00,"2,785.40","2,785.40","$2,110.77","$2,173.44","$2,339.00","$2,610.57","$2,785.40",27004,OAK PARK,60302
0,219 S MARION ST,"45,183",,OAK PARK,5-90,,0.00,"8,840",16-07-308-012-0000,0.00,0.00,"16,319.36","16,319.36","$10,660.20","$11,822.73","$12,723.03","$14,200.06","$16,319.36",27004,OAK PARK,60302
0,223 S MARION ST,"8,381",,OAK PARK,1-00,,0.00,"9,860",16-07-308-013-0000,0.00,0.00,"3,027.03","3,027.03","$2,727.52","$4,212.61","$4,533.41","$5,059.62","$3,027.03",27004,OAK PARK,60302
0,227 S MARION ST,"40,557","3,625",OAK PARK,2-12,"$405,570",0.00,"6,800",16-07-308-014-0000,0.00,0.00,"14,648.46","14,648.46","$13,313.15","$15,727.44","$16,925.07","$18,889.82","$14,648.46",27004,OAK PARK,60302
0,247 S MARION ST,0,,OAK PARK,0-00,,,0,16-07-308-023-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27004,OAK PARK,60302
0,255 S MARION ST,0,,OAK PARK,0-00,,,0,16-07-308-024-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,1123  PLEASANT ST,"22,241",,OAK PARK,2-99,"$222,410","1,219.10","51,000",16-07-308-028-1001,975.28,0.00,"5,838.64","8,033.02","$5,577.17","$5,531.85","$5,919.27","$6,693.41","$5,838.64",27001,OAK PARK,60302
0,1123  PLEASANT ST,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1002,0.00,0.00,"9,160.32","9,160.32","$8,032.56","$7,990.56","$8,598.96","$9,597.17","$9,160.32",27001,OAK PARK,60302
0,1123  PLEASANT ST,"22,238",,OAK PARK,2-99,"$222,380","1,219.10","51,000",16-07-308-028-1003,0.00,0.00,"6,812.94","8,032.04","$6,187.44","$6,145.66","$6,593.89","$7,410.02","$6,812.94",27001,OAK PARK,60302
0,1123  PLEASANT ST,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1004,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,1123  PLEASANT ST,"22,241",,OAK PARK,2-99,"$222,410","1,219.10","51,000",16-07-308-028-1005,0.00,0.00,"6,813.92","8,033.02","$6,188.42","$6,146.65","$6,594.97","$7,411.31","$6,813.92",27001,OAK PARK,60302
0,1123  PLEASANT ST,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1006,0.00,0.00,"9,160.32","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$9,160.32",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1007,975.28,0.00,"8,641.83","10,836.21","$8,646.13","$8,591.58","$8,550.31","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1008,0.00,0.00,"9,617.11","10,836.21","$8,646.13","$8,591.58","$9,226.01","$10,347.81","$9,617.11",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1009,975.28,"6,106.72","2,535.12","10,836.21","$3,275.69","$3,294.71","$3,621.08","$3,847.23","$2,535.12",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1010,0.00,0.00,"9,617.11","10,836.21","$8,646.13","$8,591.58","$9,226.01","$10,347.81","$9,617.11",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1011,0.00,0.00,"9,617.11","10,836.21","$9,501.88","$8,591.58","$9,226.01","$10,347.81","$9,617.11",27001,OAK PARK,60302
0,200 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1012,0.00,0.00,"9,617.11","10,836.21","$8,646.13","$8,591.58","$9,226.01","$10,347.81","$9,617.11",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1013,975.28,0.00,"6,965.94","9,160.32","$6,565.56","$6,515.04","$6,977.28","$7,874.21","$6,965.94",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1014,0.00,0.00,"9,160.32","9,160.32","$6,565.56","$6,515.04","$6,977.28","$9,597.17","$9,160.32",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1015,975.28,0.00,"6,965.94","9,160.32","$7,176.81","$7,129.84","$6,977.28","$7,874.21","$6,965.94",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1016,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1017,975.28,0.00,"6,965.94","9,160.32","$6,565.56","$6,515.04","$6,977.28","$7,874.21","$6,965.94",27001,OAK PARK,60302
0,204 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1018,0.00,0.00,"9,160.32","9,160.32","$7,176.81","$7,990.56","$8,598.96","$9,597.17","$9,160.32",27001,OAK PARK,60302
0,208 S MAPLE AVE,"24,794",,OAK PARK,2-99,"$247,940","1,219.10","51,000",16-07-308-028-1019,0.00,0.00,"7,736.04","8,955.14","$6,385.61","$6,336.01","$6,784.70","$8,377.18","$7,736.04",27001,OAK PARK,60302
0,208 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1020,0.00,0.00,"7,941.22","9,160.32","$8,032.56","$7,990.56","$8,598.96","$9,597.17","$7,941.22",27001,OAK PARK,60302
0,208 S MAPLE AVE,"24,794",,OAK PARK,2-99,"$247,940","1,219.10","51,000",16-07-308-028-1021,0.00,0.00,"7,736.04","8,955.14","$6,588.42","$6,950.81","$7,460.40","$8,377.18","$7,736.04",27001,OAK PARK,60302
0,208 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1022,975.28,0.00,"6,965.94","9,160.32","$7,176.81","$7,129.84","$6,977.28","$7,874.21","$6,965.94",27001,OAK PARK,60302
0,208 S MAPLE AVE,"24,794",,OAK PARK,2-99,"$247,940",0.00,"51,000",16-07-308-028-1023,0.00,0.00,"8,955.14","8,955.14","$6,385.61","$6,336.01","$6,784.70","$7,659.28","$8,955.14",27001,OAK PARK,60302
0,208 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1024,0.00,0.00,"9,160.32","9,160.32","$8,032.56","$7,990.56","$8,598.96","$9,597.17","$9,160.32",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1025,975.28,0.00,"8,641.83","10,836.21","$8,646.13","$8,591.58","$9,226.01","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020",0.00,"51,000",16-07-308-028-1026,0.00,0.00,"10,836.21","10,836.21","$9,501.88","$9,452.30","$10,171.99","$11,352.87","$10,836.21",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1027,975.28,0.00,"8,641.83","10,836.21","$7,541.24","$7,976.78","$8,550.31","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1028,975.28,0.00,"8,641.83","10,836.21","$8,034.88","$7,976.78","$8,550.31","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1029,975.28,0.00,"8,641.83","10,836.21","$7,790.38","$7,730.86","$8,280.03","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,212 S MAPLE AVE,"30,002",,OAK PARK,2-99,"$300,020","1,219.10","51,000",16-07-308-028-1030,975.28,0.00,"8,641.83","10,836.21","$8,646.13","$7,976.78","$8,550.31","$9,629.91","$8,641.83",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1031,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1032,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1033,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1034,0.00,0.00,"9,160.32","9,160.32","$6,565.56","$6,515.04","$6,977.28","$7,874.21","$9,160.32",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1035,975.28,"1,403.18","5,562.75","9,160.32","$6,565.56","$5,900.24","$6,977.28","$7,413.04","$5,562.75",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1036,0.00,0.00,"7,941.22","9,160.32","$7,176.81","$7,129.84","$7,652.98","$8,592.11","$7,941.22",27001,OAK PARK,60302
0,216 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620","1,219.10","51,000",16-07-308-028-1037,975.28,0.00,"6,965.94","9,160.32","$7,176.81","$7,129.84","$7,652.98","$7,874.21","$6,965.94",27001,OAK PARK,60302
0,220 S MAPLE AVE,"25,362",,OAK PARK,2-99,"$253,620",0.00,"51,000",16-07-308-028-1038,0.00,0.00,"9,160.32","9,160.32","$6,565.56","$6,515.04","$6,977.28","$7,874.21","$9,160.32",27001,OAK PARK,60302
