,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxbill2018,taxcode,township,zip
0,6511  NORTH AVE,"11,581",,OAK PARK,5-90,,0.00,"3,125",16-06-205-007-0000,0.00,0.00,"4,276.58","4,276.58","$3,599.29","$3,957.85","$4,253.41","$4,261.24","$4,276.58",27001,OAK PARK,60302
0,6509  NORTH AVE,"11,581",,OAK PARK,5-90,,0.00,"3,125",16-06-205-008-0000,0.00,0.00,"4,276.58","4,276.58","$3,599.29","$3,957.85","$4,253.41","$4,261.24","$4,276.58",27001,OAK PARK,60302
0,1234  FAIR OAKS AVE,"48,357","1,879",OAK PARK,2-04,"$483,570","1,268.60","7,350",16-06-205-013-0000,"1,014.88","11,177.38","4,396.21","17,857.07","$4,998.82","$5,493.98","$5,837.10","$4,224.67","$4,396.21",27001,OAK PARK,60302
0,1226  FAIR OAKS AVE,"56,238","2,384",OAK PARK,2-06,"$562,380","1,268.60","7,350",16-06-205-015-0000,"1,014.88",0.00,"18,483.88","20,767.36","$14,513.83","$15,138.25","$16,530.08","$18,117.78","$18,483.88",27001,OAK PARK,60302
0,1220  FAIR OAKS AVE,"69,579","3,693",OAK PARK,2-04,"$695,790","1,268.60","7,350",16-06-205-016-0000,0.00,0.00,"24,425.37","25,693.97","$22,702.35","$24,411.42","$27,295.99","$23,911.67","$24,425.37",27001,OAK PARK,60302
0,1216  FAIR OAKS AVE,"65,516","2,500",OAK PARK,2-06,"$655,160","1,268.60","7,350",16-06-205-017-0000,0.00,0.00,"22,925.00","24,193.60","$24,544.41","$18,852.17","$21,091.33","$22,444.12","$22,925.00",27001,OAK PARK,60302
0,1212  FAIR OAKS AVE,"48,928","2,247",OAK PARK,2-06,"$489,280","1,268.60","7,350",16-06-205-018-0000,0.00,0.00,"17,546.39","18,814.99","$13,762.79","$14,151.05","$15,844.48","$17,183.58","$17,546.39",27001,OAK PARK,60302
0,1210  FAIR OAKS AVE,"56,928","2,762",OAK PARK,2-06,"$569,280","1,268.60","7,350",16-06-205-019-0000,0.00,0.00,"19,753.62","21,022.22","$16,795.97","$17,352.25","$19,417.33","$19,342.36","$19,753.62",27001,OAK PARK,60302
0,1204  FAIR OAKS AVE,"58,901","2,640",OAK PARK,2-06,"$589,010","1,268.60","7,350",16-06-205-020-0000,0.00,0.00,"20,482.18","21,750.78","$19,801.60","$21,309.42","$23,783.17","$20,054.93","$20,482.18",27001,OAK PARK,60302
0,1200  FAIR OAKS AVE,"70,608","3,761",OAK PARK,2-06,"$706,080","1,268.60","6,218",16-06-205-021-0000,0.00,0.00,"24,805.32","26,073.92","$24,143.69","$25,962.42","$29,026.99","$27,992.61","$24,805.32",27001,OAK PARK,60302
0,1235 N ELMWOOD AVE,"28,700",936,OAK PARK,2-02,"$287,000","1,285.30","6,280",16-06-205-022-0000,"1,028.24","2,509.16","5,658.02","10,737.78","$6,232.24","$6,844.01","$7,264.55","$5,433.51","$5,658.02",27013,OAK PARK,60302
0,1229 N ELMWOOD AVE,"30,769","1,695",OAK PARK,2-03,"$307,690","1,285.30","6,280",16-06-205-023-0000,0.00,0.00,"10,226.49","11,511.79","$7,037.22","$7,546.99","$8,466.62","$10,017.46","$10,226.49",27013,OAK PARK,60302
0,1227 N ELMWOOD AVE,"35,906","2,176",OAK PARK,2-04,"$359,060","1,285.30","6,280",16-06-205-024-0000,0.00,0.00,"12,148.53","13,433.83","$8,460.03","$9,071.17","$10,180.77","$11,896.06","$12,148.53",27013,OAK PARK,60302
0,1223 N ELMWOOD AVE,"28,312","1,278",OAK PARK,2-03,"$283,120","1,285.30","6,280",16-06-205-025-0000,0.00,0.00,"9,734.61","11,019.91","$9,301.02","$9,981.16","$11,180.82","$9,536.57","$9,734.61",27013,OAK PARK,60302
0,1219 N ELMWOOD AVE,"30,162","1,415",OAK PARK,2-03,"$301,620","1,285.30","6,280",16-06-205-026-0000,0.00,0.00,"9,999.51","11,284.81","$8,395.37","$9,007.41","$10,095.08","$9,795.53","$9,999.51",27013,OAK PARK,60302
0,1215 N ELMWOOD AVE,"37,286","2,380",OAK PARK,2-04,"$372,860","1,285.30","6,280",16-06-205-027-0000,0.00,0.00,"15,220.52","16,505.82","$15,952.38","$16,089.76","$16,509.89","$14,898.62","$15,220.52",27013,OAK PARK,60302
0,1213 N ELMWOOD AVE,"38,425","2,183",OAK PARK,2-04,"$384,250","1,285.30","6,280",16-06-205-028-0000,0.00,0.00,"14,667.59","15,952.89","$14,438.36","$15,505.13","$17,340.32","$18,722.23","$14,667.59",27013,OAK PARK,60302
0,1211 N ELMWOOD AVE,"55,350","2,546",OAK PARK,2-06,"$553,500","1,285.30","6,280",16-06-205-029-0000,0.00,0.00,"19,423.20","20,708.50","$17,712.21","$19,025.51","$21,265.74","$19,006.37","$19,423.20",27013,OAK PARK,60302
0,1207 N ELMWOOD AVE,"49,406","2,120",OAK PARK,2-05,"$494,060","1,285.30","6,280",16-06-205-030-0000,0.00,0.00,"17,199.37","18,484.67","$14,370.34","$14,207.25","$15,893.10","$16,832.77","$17,199.37",27013,OAK PARK,60302
0,1205 N ELMWOOD AVE,"35,836","2,000",OAK PARK,2-04,"$358,360","1,285.30","6,280",16-06-205-031-0000,0.00,0.00,"12,122.31","13,407.61","$13,334.49","$14,318.21","$14,176.63","$11,870.39","$12,122.31",27013,OAK PARK,60302
0,1201 N ELMWOOD AVE,"53,431","2,960",OAK PARK,2-04,"$534,310","1,285.30","6,663",16-06-205-032-0000,0.00,0.00,"18,705.23","19,990.53","$20,918.16","$22,472.82","$21,675.58","$20,318.18","$18,705.23",27013,OAK PARK,60302
0,6517  NORTH AVE,"95,398",,OAK PARK,5-92,,0.00,"12,500",16-06-205-033-0000,0.00,0.00,"35,228.26","35,228.26","$50,327.04","$50,433.57","$50,588.12","$30,356.69","$35,228.26",27001,OAK PARK,60302
0,6503  NORTH AVE,"59,537",,OAK PARK,5-17,,0.00,"13,337",16-06-205-034-0000,0.00,0.00,"21,985.60","21,985.60","$35,275.63","$37,961.91","$22,161.14","$21,483.47","$21,985.60",27001,OAK PARK,60302
0,6449  NORTH AVE,0,,OAK PARK,0,,,0,16-06-206-001-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,6447  NORTH AVE,0,,OAK PARK,0,,,0,16-06-206-002-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,6445  NORTH AVE,0,,OAK PARK,0,,,0,16-06-206-003-0000,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,27001,OAK PARK,60302
0,6443  NORTH AVE,"36,250",,OAK PARK,5-92,,0.00,"3,125",16-06-206-004-0000,0.00,0.00,"11,823.10","11,823.10","$6,163.86","$6,648.75","$14,791.32","$11,587.44","$11,823.10",27001,OAK PARK,60302
0,6441  NORTH AVE,"29,999",,OAK PARK,5-92,,0.00,"3,125",16-06-206-005-0000,0.00,0.00,"8,905.45","8,905.45","$9,444.56","$10,013.33","$12,074.50","$10,835.48","$8,905.45",27001,OAK PARK,60302
0,6439  NORTH AVE,"29,999",,OAK PARK,5-92,,0.00,"3,125",16-06-206-006-0000,0.00,0.00,"8,905.45","8,905.45","$9,444.56","$10,013.33","$12,074.50","$10,835.48","$8,905.45",27001,OAK PARK,60302
0,6437  NORTH AVE,"29,999",,OAK PARK,5-92,,0.00,"3,125",16-06-206-007-0000,0.00,0.00,"8,905.45","8,905.45","$9,444.56","$10,013.33","$12,074.50","$10,835.48","$8,905.45",27001,OAK PARK,60302
0,6435  NORTH AVE,"29,999",,OAK PARK,5-92,,0.00,"3,125",16-06-206-008-0000,0.00,0.00,"8,905.45","8,905.45","$9,444.56","$10,013.33","$12,074.50","$10,835.48","$8,905.45",27001,OAK PARK,60302
0,1234 N ELMWOOD AVE,"22,590",980,OAK PARK,2-02,"$225,900","1,285.30","5,440",16-06-206-012-0000,"1,028.24",0.00,"6,138.21","8,451.75","$5,667.60","$6,060.03","$6,845.27","$6,039.06","$6,138.21",27013,OAK PARK,60302
0,1230 N ELMWOOD AVE,"31,240","1,479",OAK PARK,2-03,"$312,400",0.00,"5,440",16-06-206-013-0000,0.00,0.00,"11,688.13","11,688.13","$8,637.45","$9,267.78","$11,401.86","$11,424.06","$11,688.13",27013,OAK PARK,60302
0,1226 N ELMWOOD AVE,"26,946","1,230",OAK PARK,2-03,"$269,460","1,285.30","5,440",16-06-206-014-0000,"1,028.24",0.00,"7,767.97","10,081.51","$7,147.35","$7,651.11","$8,619.40","$8,586.16","$7,767.97",27013,OAK PARK,60302
0,1222 N ELMWOOD AVE,"35,715","2,132",OAK PARK,2-04,"$357,150","1,285.30","5,440",16-06-206-015-0000,"1,028.24",0.00,"11,048.82","13,362.36","$11,896.97","$12,758.19","$14,314.01","$10,838.76","$11,048.82",27013,OAK PARK,60302
0,1220 N ELMWOOD AVE,"36,950","2,173",OAK PARK,2-04,"$369,500","1,285.30","5,440",16-06-206-016-0000,0.00,0.00,"12,539.13","13,824.43","$15,717.40","$16,880.58","$18,873.95","$16,568.75","$12,539.13",27013,OAK PARK,60302
0,1216 N ELMWOOD AVE,"35,582","2,113",OAK PARK,2-04,"$355,820",0.00,"5,440",16-06-206-017-0000,0.00,0.00,"13,312.62","13,312.62","$14,892.24","$13,618.65","$15,236.81","$13,011.87","$13,312.62",27013,OAK PARK,60302
0,1214 N ELMWOOD AVE,"43,568","2,000",OAK PARK,2-05,"$435,680","1,285.30","5,440",16-06-206-018-0000,0.00,0.00,"15,015.13","16,300.43","$18,495.88","$19,868.18","$17,277.29","$16,153.28","$15,015.13",27013,OAK PARK,60302
0,1210 N ELMWOOD AVE,"53,531","2,728",OAK PARK,2-06,"$535,310","1,285.30","5,440",16-06-206-019-0000,0.00,0.00,"19,538.87","20,824.17","$16,304.72","$17,512.14","$18,334.56","$20,266.59","$19,538.87",27013,OAK PARK,60302
0,1206 N ELMWOOD AVE,"34,333","2,043",OAK PARK,2-04,"$343,330","1,285.30","5,440",16-06-206-020-0000,"1,028.24",0.00,"10,531.75","12,845.29","$11,786.59","$11,906.08","$13,363.77","$12,788.95","$10,531.75",27013,OAK PARK,60302
0,1204 N ELMWOOD AVE,"36,611","2,430",OAK PARK,2-04,"$366,110","1,285.30","5,440",16-06-206-021-0000,0.00,0.00,"13,468.79","14,754.09","$11,198.02","$15,099.59","$16,888.07","$13,186.52","$13,468.79",27013,OAK PARK,60302
0,1200 N ELMWOOD AVE,"53,500","2,282",OAK PARK,2-04,"$535,000","1,285.30","5,771",16-06-206-022-0000,0.00,0.00,"18,731.06","20,016.36","$15,001.63","$16,110.83","$18,015.78","$18,329.85","$18,731.06",27013,OAK PARK,60302
0,1235  ROSSELL AVE,"35,475","2,162",OAK PARK,2-04,"$354,750","1,285.30","5,440",16-06-206-023-0000,0.00,0.00,"11,987.22","13,272.52","$13,809.93","$14,849.49","$15,541.35","$11,738.44","$11,987.22",27013,OAK PARK,60302
0,1229  ROSSELL AVE,"30,266","1,571",OAK PARK,2-03,"$302,660","1,285.30","5,440",16-06-206-024-0000,0.00,0.00,"10,038.32","11,323.62","$9,209.32","$9,882.51","$11,070.88","$10,855.67","$10,038.32",27013,OAK PARK,60302
0,1227  ROSSELL AVE,"41,016","2,018",OAK PARK,2-04,"$410,160","1,285.30","5,440",16-06-206-025-0000,0.00,0.00,"14,060.28","15,345.58","$12,931.69","$13,885.18","$15,533.95","$15,473.56","$14,060.28",27013,OAK PARK,60302
0,1223  ROSSELL AVE,"46,012","2,232",OAK PARK,2-06,"$460,120","1,285.30","5,440",16-06-206-026-0000,0.00,0.00,"15,929.49","17,214.79","$13,100.89","$13,537.24","$13,919.42","$16,040.72","$15,929.49",27013,OAK PARK,60302
0,1219  ROSSELL AVE,"32,730","1,569",OAK PARK,2-03,"$327,300","1,285.30","5,440",16-06-206-027-0000,0.00,0.00,"10,960.27","12,245.57","$9,500.98","$10,196.24","$11,420.60","$14,334.79","$10,960.27",27013,OAK PARK,60302
0,1215  ROSSELL AVE,"51,331","2,147",OAK PARK,2-05,"$513,310","1,285.30","5,440",16-06-206-028-0000,0.00,0.00,"17,919.52","19,204.82","$14,798.55","$14,362.00","$16,065.63","$17,536.69","$17,919.52",27013,OAK PARK,60302
0,1213  ROSSELL AVE,"37,342","1,572",OAK PARK,2-03,"$373,420",0.00,"5,440",16-06-206-029-0000,0.00,0.00,"13,971.08","13,971.08","$10,937.26","$11,740.52","$13,142.59","$12,421.13","$13,971.08",27013,OAK PARK,60302
0,1211  ROSSELL AVE,"35,550","2,044",OAK PARK,2-04,"$355,500","1,285.30","5,440",16-06-206-030-0000,0.00,0.00,"12,015.24","13,300.54","$9,818.81","$10,537.88","$11,801.68","$11,765.84","$12,015.24",27013,OAK PARK,60302
0,1207  ROSSELL AVE,"49,657","2,144",OAK PARK,2-05,"$496,570","1,285.30","5,440",16-06-206-031-0000,0.00,0.00,"17,293.33","18,578.63","$13,341.22","$14,325.46","$16,024.97","$16,924.60","$17,293.33",27013,OAK PARK,60302
0,1205  ROSSELL AVE,"28,274",996,OAK PARK,2-02,"$282,740","1,285.30","5,440",16-06-206-032-0000,"1,028.24",0.00,"8,264.86","10,578.40","$7,700.04","$7,575.59","$8,535.17","$8,117.62","$8,264.86",27013,OAK PARK,60302
0,1201  ROSSELL AVE,"48,365","2,368",OAK PARK,2-06,"$483,650","1,285.30","5,771",16-06-206-033-0000,"1,028.24",0.00,"15,781.68","18,095.22","$13,507.92","$14,504.84","$15,436.64","$16,452.11","$15,781.68",27013,OAK PARK,60302
0,6429  NORTH AVE,"294,463",,OAK PARK,5-92,,0.00,"10,212",16-06-206-034-0000,0.00,0.00,"21,233.07","21,233.07","$27,328.60","$27,075.84","$26,655.34","$20,767.98","$21,233.07",27001,OAK PARK,60302
0,6405  NORTH AVE,"56,443",,OAK PARK,5-17,,0.00,"3,125",16-06-207-009-0000,0.00,0.00,"20,843.10","20,843.10","$14,747.21","$16,137.74","$18,810.85","$20,386.28","$20,843.10",27001,OAK PARK,60302
0,6405  NORTH AVE,"56,443",,OAK PARK,5-17,,0.00,"3,125",16-06-207-010-0000,0.00,0.00,"20,843.10","20,843.10","$14,747.21","$16,137.74","$18,810.85","$20,386.28","$20,843.10",27001,OAK PARK,60302
0,6405  NORTH AVE,"70,858",,OAK PARK,5-17,,0.00,"3,875",16-06-207-011-0000,0.00,0.00,"26,166.27","26,166.27","$18,507.08","$20,252.89","$23,610.87","$25,592.69","$26,166.27",27001,OAK PARK,60302
0,1234  ROSSELL AVE,"44,165","1,584",OAK PARK,2-05,"$441,650",0.00,"5,440",16-06-207-012-0000,0.00,0.00,"16,523.82","16,523.82","$12,009.35","$12,913.35","$14,398.97","$16,150.57","$16,523.82",27013,OAK PARK,60302
0,1230  ROSSELL AVE,"46,402","2,033",OAK PARK,2-04,"$464,020","1,285.30","5,440",16-06-207-013-0000,0.00,0.00,"16,075.50","17,360.80","$14,147.69","$15,192.63","$16,991.91","$15,734.24","$16,075.50",27013,OAK PARK,60302
0,1226  ROSSELL AVE,"56,646","2,134",OAK PARK,2-05,"$566,460","1,285.30","5,440",16-06-207-014-0000,0.00,0.00,"19,908.14","21,193.44","$16,067.38","$17,256.97","$19,293.66","$19,480.34","$19,908.14",27013,OAK PARK,60302
0,1222  ROSSELL AVE,"33,011","1,978",OAK PARK,2-04,"$330,110","1,285.30","5,440",16-06-207-015-0000,0.00,0.00,"11,065.40","12,350.70","$9,082.61","$9,746.37","$10,918.97","$10,837.40","$11,065.40",27013,OAK PARK,60302
0,1218  ROSSELL AVE,"32,154","1,395",OAK PARK,2-03,"$321,540","1,285.30","5,440",16-06-207-016-0000,0.00,0.00,"10,744.72","12,030.02","$10,867.36","$11,665.41","$13,058.79","$10,524.01","$10,744.72",27013,OAK PARK,60302
0,1216  ROSSELL AVE,"29,238","1,499",OAK PARK,2-03,"$292,380","1,285.30","5,440",16-06-207-017-0000,0.00,0.00,"9,653.76","10,939.06","$9,851.71","$10,573.31","$11,841.04","$10,246.79","$9,653.76",27013,OAK PARK,60302
0,1212  ROSSELL AVE,"32,742","1,534",OAK PARK,2-03,"$327,420","1,285.30","5,440",16-06-207-018-0000,"1,028.24",0.00,"11,800.85","14,114.39","$10,479.51","$11,379.18","$12,776.32","$12,930.40","$11,800.85",27013,OAK PARK,60302
0,1210  ROSSELL AVE,"49,443","2,311",OAK PARK,2-06,"$494,430","1,285.30","5,440",16-06-207-019-0000,0.00,0.00,"17,688.68","18,973.98","$13,506.55","$14,503.33","$16,223.21","$17,311.06","$17,688.68",27013,OAK PARK,60302
0,1208  ROSSELL AVE,"28,515","1,301",OAK PARK,2-03,"$285,150","1,285.30","5,440",16-06-207-020-0000,0.00,0.00,"9,383.20","10,668.50","$11,044.53","$11,856.00","$10,911.71","$9,193.19","$9,383.20",27013,OAK PARK,60302
0,1204  ROSSELL AVE,"54,218","2,530",OAK PARK,2-06,"$542,180","1,285.30","5,440",16-06-207-021-0000,0.00,0.00,"19,662.65","20,947.95","$16,157.08","$17,353.29","$19,401.13","$19,240.52","$19,662.65",27013,OAK PARK,60302
0,1200  ROSSELL AVE,"55,703","3,316",OAK PARK,2-06,"$557,030","1,285.30","5,771",16-06-207-022-0000,0.00,0.00,"19,555.33","20,840.63","$19,608.85","$21,064.94","$23,539.75","$24,313.61","$19,555.33",27013,OAK PARK,60302
0,1231  EDMER AVE,"31,964","1,372",OAK PARK,2-03,"$319,640","1,268.60","5,440",16-06-207-023-0000,0.00,0.00,"10,534.96","11,803.56","$9,739.54","$10,461.59","$11,726.75","$10,325.78","$10,534.96",27001,OAK PARK,60302
0,1229  EDMER AVE,"32,154","2,070",OAK PARK,2-04,"$321,540",0.00,"5,440",16-06-207-024-0000,0.00,0.00,"11,873.72","11,873.72","$14,996.82","$16,138.82","$18,012.40","$17,190.89","$11,873.72",27001,OAK PARK,60302
0,1227  EDMER AVE,"48,203","1,957",OAK PARK,2-05,"$482,030","1,268.60","5,440",16-06-207-025-0000,0.00,0.00,"16,531.63","17,800.23","$13,018.88","$13,990.64","$15,665.44","$16,190.99","$16,531.63",27001,OAK PARK,60302
0,1223  EDMER AVE,"37,891","1,728",OAK PARK,2-03,"$378,910","1,268.60","5,440",16-06-207-026-0000,"1,014.88",0.00,"11,708.80","13,992.28","$11,506.35","$11,513.25","$12,936.70","$11,491.24","$11,708.80",27001,OAK PARK,60302
0,1221  EDMER AVE,"39,012","1,691",OAK PARK,2-05,"$390,120","1,268.60","5,440",16-06-207-027-0000,0.00,0.00,"13,137.62","14,406.22","$8,895.59","$13,883.47","$12,346.16","$13,683.67","$13,137.62",27001,OAK PARK,60302
0,1217  EDMER AVE,"42,944","2,262",OAK PARK,2-04,"$429,440","1,268.60","5,440",16-06-207-028-0000,0.00,0.00,"14,589.66","15,858.26","$12,400.02","$13,324.53","$14,921.98","$14,291.51","$14,589.66",27001,OAK PARK,60302
0,1213  EDMER AVE,"43,619","1,773",OAK PARK,2-03,"$436,190","1,268.60","5,440",16-06-207-029-0000,0.00,0.00,"14,838.94","16,107.54","$12,682.46","$13,628.46","$15,261.26","$14,535.33","$14,838.94",27001,OAK PARK,60302
0,1211  EDMER AVE,"31,318","2,032",OAK PARK,2-04,"$313,180","1,268.60","5,440",16-06-207-030-0000,0.00,0.00,"10,296.47","11,565.07","$8,815.74","$9,467.37","$10,617.02","$10,862.06","$10,296.47",27001,OAK PARK,60302
0,1207  EDMER AVE,"40,894","2,130",OAK PARK,2-04,"$408,940","1,268.60","5,440",16-06-207-031-0000,"1,014.88","3,936.59","8,881.09","15,101.16","$9,345.82","$10,271.59","$10,913.09","$8,534.55","$8,881.09",27001,OAK PARK,60302
0,1205  EDMER AVE,"30,965","1,925",OAK PARK,2-04,"$309,650","1,268.60","5,440",16-06-207-032-0000,0.00,0.00,"10,166.05","11,434.65","$13,437.07","$14,440.65","$13,929.56","$12,089.45","$10,166.05",27001,OAK PARK,60302
0,1201  EDMER AVE,"48,911","2,608",OAK PARK,2-04,"$489,110","1,268.60","5,771",16-06-207-033-0000,0.00,0.00,"17,844.00","19,112.60","$16,699.32","$17,283.46","$17,891.93","$19,886.20","$17,844.00",27001,OAK PARK,60302
0,6407  NORTH AVE,"58,367",,OAK PARK,5-17,,0.00,"4,100",16-06-207-034-0000,0.00,0.00,"21,553.64","21,553.64","$17,606.64","$21,319.96","$23,794.80","$21,081.16","$21,553.64",27001,OAK PARK,60302
0,6419  NORTH AVE,"209,150",,OAK PARK,5-17,,0.00,"21,736",16-06-207-035-0000,0.00,0.00,"77,234.27","77,234.27","$62,663.86","$73,025.74","$83,160.39","$75,541.41","$77,234.27",27001,OAK PARK,60302
0,1140 N OAK PARK AVE,"36,535","2,002",OAK PARK,2-04,"$365,350","1,268.60","5,088",16-06-208-001-0000,"1,014.88",0.00,"11,208.08","13,491.56","$12,922.48","$12,269.77","$12,637.19","$12,303.16","$11,208.08",27001,OAK PARK,60302
0,1132 N OAK PARK AVE,"50,010","2,200",OAK PARK,2-05,"$500,100","1,268.60","6,200",16-06-208-003-0000,0.00,0.00,"17,198.92","18,467.52","$14,258.44","$15,324.47","$17,154.22","$17,693.90","$17,198.92",27001,OAK PARK,60302
0,1128 N OAK PARK AVE,"51,865","2,486",OAK PARK,2-06,"$518,650","1,268.60","6,200",16-06-208-004-0000,0.00,0.00,"17,883.96","19,152.56","$14,654.25","$15,750.43","$17,629.47","$18,932.38","$17,883.96",27001,OAK PARK,60302
0,1122 N OAK PARK AVE,"29,952","1,340",OAK PARK,2-03,"$299,520","1,268.60","6,200",16-06-208-005-0000,0.00,0.00,"9,791.94","11,060.54","$9,271.80","$8,625.31","$9,677.29","$9,599.07","$9,791.94",27001,OAK PARK,60302
0,1120 N OAK PARK AVE,"30,804","1,320",OAK PARK,2-03,"$308,040","1,268.60","6,200",16-06-208-006-0000,0.00,0.00,"10,106.56","11,375.16","$9,151.79","$9,324.93","$10,458.08","$9,906.77","$10,106.56",27001,OAK PARK,60302
0,1141 N EUCLID AVE,"50,362","2,344",OAK PARK,2-06,"$503,620","1,268.60","5,088",16-06-208-010-0000,0.00,0.00,"17,328.95","18,597.55","$14,386.07","$14,633.23","$16,382.62","$16,970.73","$17,328.95",27001,OAK PARK,60302
0,1137 N EUCLID AVE,"55,547","2,530",OAK PARK,2-06,"$555,470",0.00,"6,200",16-06-208-011-0000,0.00,0.00,"20,512.25","20,512.25","$13,827.96","$14,847.16","$16,657.72","$17,868.23","$20,512.25",27001,OAK PARK,60302
0,1133 N EUCLID AVE,"48,443","2,248",OAK PARK,2-06,"$484,430","1,268.60","6,200",16-06-208-012-0000,0.00,0.00,"16,620.31","17,888.91","$13,819.84","$14,001.45","$14,591.60","$17,032.90","$16,620.31",27001,OAK PARK,60302
0,1129 N EUCLID AVE,"48,004","2,152",OAK PARK,2-05,"$480,040","1,268.60","6,200",16-06-208-013-0000,0.00,0.00,"16,458.18","17,726.78","$14,738.35","$14,800.94","$15,651.66","$16,819.07","$16,458.18",27001,OAK PARK,60302
0,1125 N EUCLID AVE,"50,560","2,212",OAK PARK,2-06,"$505,600","1,268.60","6,200",16-06-208-014-0000,0.00,0.00,"17,402.02","18,670.62","$15,536.86","$14,506.60","$15,683.10","$17,042.29","$17,402.02",27001,OAK PARK,60302
0,1121 N EUCLID AVE,"49,064","2,130",OAK PARK,2-05,"$490,640","1,268.60","6,200",16-06-208-015-0000,0.00,0.00,"18,869.54","20,138.14","$15,463.82","$14,255.65","$15,961.21","$18,477.65","$18,869.54",27001,OAK PARK,60302
0,1117 N EUCLID AVE,"48,114","2,124",OAK PARK,2-05,"$481,140","1,268.60","5,580",16-06-208-016-0000,0.00,0.00,"16,498.78","17,767.38","$13,265.54","$14,256.05","$15,346.26","$18,173.86","$16,498.78",27001,OAK PARK,60302
0,1115 N EUCLID AVE,"44,423","1,966",OAK PARK,2-05,"$444,230","1,268.60","5,580",16-06-208-017-0000,0.00,0.00,"17,291.27","18,559.87","$15,635.35","$15,067.03","$16,866.77","$16,933.91","$17,291.27",27001,OAK PARK,60302
0,1109 N EUCLID AVE,"55,927","2,831",OAK PARK,2-06,"$559,270","1,268.60","5,580",16-06-208-018-0000,"1,014.88",0.00,"19,613.19","21,896.67","$17,909.74","$19,253.80","$19,209.28","$20,819.79","$19,613.19",27001,OAK PARK,60302
0,1100 N OAK PARK AVE,"45,042","1,937",OAK PARK,2-05,"$450,420","1,268.60","6,400",16-06-208-021-0000,"1,014.88",0.00,"14,349.52","16,633.00","$12,963.06","$13,252.91","$14,192.02","$14,074.02","$14,349.52",27001,OAK PARK,60302
0,1105 N EUCLID AVE,"31,609","1,597",OAK PARK,2-03,"$316,090","1,268.60","5,580",16-06-208-022-0000,"1,014.88",0.00,"9,389.04","11,672.52","$9,995.05","$10,722.41","$12,054.12","$9,718.54","$9,389.04",27001,OAK PARK,60302
0,1101 N EUCLID AVE,"62,817","3,578",OAK PARK,2-04,"$628,170","1,268.60","6,400",16-06-208-023-0000,0.00,0.00,"21,928.26","23,196.86","$21,826.14","$23,468.41","$26,243.41","$23,330.16","$21,928.26",27001,OAK PARK,60302
0,1108 N OAK PARK AVE,"32,168","1,597",OAK PARK,2-03,"$321,680","1,268.60","5,580",16-06-208-024-0000,0.00,0.00,"10,356.60","11,878.92","$10,435.37","$9,780.22","$9,958.85","$10,155.59","$10,356.60",27001,OAK PARK,60302
0,1116 N OAK PARK AVE,"36,446","1,902",OAK PARK,2-04,"$364,460","1,268.60","6,200",16-06-208-026-0000,"1,014.88","2,474.78","8,700.44","13,458.70","$9,170.73","$10,079.15","$10,708.63","$8,360.95","$8,700.44",27001,OAK PARK,60302
0,1112 N OAK PARK AVE,"48,841","2,492",OAK PARK,2-06,"$488,410","1,268.60","4,960",16-06-208-027-0000,0.00,0.00,"21,405.34","22,673.94","$16,918.56","$18,187.14","$19,034.97","$20,957.91","$21,405.34",27001,OAK PARK,60302
0,1106 N OAK PARK AVE,"29,250","1,280",OAK PARK,2-03,"$292,500","1,268.60","5,580",16-06-208-028-0000,"1,014.88",0.00,"8,517.89","10,801.37","$8,641.51","$9,279.79","$10,407.83","$9,345.50","$8,517.89",27001,OAK PARK,60302
0,1136 N OAK PARK AVE,297,,OAK PARK,2-41,"$2,970",0.00,248,16-06-208-029-0000,0.00,0.00,109.73,109.73,$83.12,$89.46,$99.79,$107.28,$109.73,27001,OAK PARK,60302
0,1138 N OAK PARK AVE,"56,390","2,736",OAK PARK,2-06,"$563,900","1,268.60","5,952",16-06-208-030-0000,0.00,0.00,"19,554.96","20,823.56","$16,316.67","$16,394.78","$18,348.81","$19,148.04","$19,554.96",27001,OAK PARK,60302
0,1140 N EUCLID AVE,"47,524","2,461",OAK PARK,2-06,"$475,240",0.00,"5,088",16-06-209-001-0000,0.00,0.00,"17,549.56","17,549.56","$17,333.55","$18,653.51","$17,331.40","$22,175.92","$17,549.56",27001,OAK PARK,60302
0,1136 N EUCLID AVE,"58,470","2,921",OAK PARK,2-06,"$584,700","1,268.60","6,200",16-06-209-002-0000,0.00,0.00,"20,322.97","21,591.57","$15,752.65","$16,932.50","$18,948.83","$19,899.25","$20,322.97",27001,OAK PARK,60302
0,1132 N EUCLID AVE,"53,521","2,452",OAK PARK,2-06,"$535,210","1,268.60","6,820",16-06-209-003-0000,0.00,0.00,"18,495.43","19,764.03","$14,727.66","$15,139.46","$16,947.75","$18,111.80","$18,495.43",27001,OAK PARK,60302
