,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
0,"$2,914.94","$2,915.46","$2,806.14","$2,744.68","$1,998.63",0.00,0.00,0.00,"2,914.94","2,914.94","$79,870","7,987","13,911",,2-99,27001,506  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1005
0,"$1,765.23","$1,582.39","$1,520.92","$1,509.25","$1,980.97","1,132.50",0.00,0.00,"2,897.73","1,765.23","$79,390","7,939","13,911",,2-99,27001,506  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1006
0,"$1,808.72","$1,625.81","$1,562.66","$1,550.09","$2,026.06","1,132.50",0.00,0.00,"2,941.22","1,808.72","$80,580","8,058","13,911",,2-99,27001,506  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1007
0,"$4,049.82","$4,050.25","$3,898.41","$3,812.98","$4,173.30",0.00,0.00,0.00,"4,049.82","4,049.82","$110,950","11,095","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1008
0,"$1,791.50","$1,608.57","$1,546.04","$1,533.87","$2,008.40","1,132.50",0.00,0.00,"2,924.00","1,791.50","$80,100","8,010","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1009
0,"$3,057.18","$2,874.28","$2,764.28","$2,725.42","$3,312.39","1,132.50",0.00,0.00,"4,189.68","3,057.18","$114,770","11,477","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1010
0,"$1,800.00","$1,617.39","$1,554.54","$1,542.16","$2,017.16","1,132.50",0.00,0.00,"2,932.50","1,800.00","$80,340","8,034","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1011
0,"$4,198.06","$4,198.79","$4,041.38","$3,952.81","$4,326.35",0.00,0.00,0.00,"4,198.06","4,198.06","$115,020","11,502","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1012
0,"$1,774.06","$1,590.94","$1,529.04",$620.38,"$1,127.96","1,132.50",0.00,0.00,"2,906.56","1,774.06","$79,620","7,962","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1013
0,"$4,206.78","$4,207.61","$4,049.88","$3,961.10","$4,335.11",0.00,0.00,0.00,"4,206.78","4,206.78","$115,250","11,525","13,911",,2-99,27001,508  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1014
0,"$1,738.61","$1,556.34","$1,495.81","$1,484.74","$1,954.41","1,132.50",0.00,0.00,"2,871.11","1,738.61","$78,670","7,867","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1015
0,"$3,065.56","$2,883.09","$2,772.78","$2,733.71","$3,321.29","1,132.50",0.00,0.00,"4,198.06","3,065.56","$115,020","11,502","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1016
0,"$1,747.79","$1,564.76","$1,503.93","$1,492.67","$1,963.31","1,132.50",0.00,0.00,"2,880.29","1,747.79","$78,900","7,890","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1017
0,"$4,180.51","$3,533.05","$3,400.61","$3,326.19","$3,393.37",0.00,0.00,0.00,"4,180.51","4,180.51","$114,540","11,454","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1018
0,"$2,880.29","$3,197.02","$3,077.24","$3,009.71","$2,968.37",0.00,0.00,0.00,"2,880.29","2,880.29","$78,900","7,890","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1019
0,"$4,206.78","$4,207.61","$2,781.28","$2,742.00","$3,330.05",0.00,0.00,0.00,"4,206.78","4,206.78","$115,250","11,525","13,911",,2-99,27001,510  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1020
0,"$2,854.01","$2,854.41","$2,747.41","$2,687.14","$2,940.95",0.00,0.00,0.00,"2,854.01","2,854.01","$78,190","7,819","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1021
0,$203.62,$236.56,$228.09,$219.19,"$1,119.64","1,132.50",655.60,906.00,"2,897.73",203.62,"$79,390","7,939","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1022
0,"$1,782.44","$1,599.76","$1,537.54","$1,525.58","$1,998.63","1,132.50",0.00,0.00,"2,914.94","1,782.44","$79,870","7,987","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1023
0,$210.19,$244.19,$235.45,$226.26,"$1,127.96","1,132.50",657.87,906.00,"2,906.56",210.19,"$79,620","7,962","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1024
0,"$1,791.50","$1,608.57","$1,546.04","$1,533.87","$2,008.40","1,132.50",0.00,0.00,"2,924.00","1,791.50","$80,100","8,010","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1025
0,"$1,782.44","$1,599.76","$1,537.54","$1,525.58","$1,998.63","1,132.50",0.00,0.00,"2,914.94","1,782.44","$79,870","7,987","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1026
0,"$2,949.94","$2,492.99","$2,399.56","$2,347.01","$2,394.34",0.00,0.00,0.00,"2,949.94","2,949.94","$80,820","8,082","13,911",,2-99,27001,512  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-019-1027
0,"$7,938.03","$4,838.75","$37,791.47","$36,963.11",,0.00,0.00,0.00,"7,938.03","7,938.03",,0,"8,698",,1-00,27001,514  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-020-0000
0,"$7,938.03","$21,774.97","$39,590.85","$38,723.13",,0.00,0.00,0.00,"7,938.03","7,938.03",,0,"8,698",,1-00,27001,516  MADISON ST,OAK PARK,60302,OAK PARK,16-07-421-021-0000
0,"$18,615.02","$19,873.52","$19,128.59","$16,514.90","$20,797.56",0.00,0.00,0.00,"18,615.02","18,615.02","$509,940","50,994","7,500","4,605",2-11,27001,455  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-422-003-0000
0,"$14,323.75","$19,731.82","$18,989.93","$18,595.42","$15,670.61","1,132.50",0.00,0.00,"15,456.25","14,323.75","$423,410","42,341","7,500","2,680",2-11,27001,451  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-422-004-0000
0,"$19,013.54","$17,120.41","$18,514.58","$19,552.78","$13,651.16","1,132.50",0.00,906.00,"21,052.04","19,013.54","$576,700","57,670","7,500","2,951",2-06,27001,447  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-422-005-0000
0,"$15,408.23","$17,442.50","$16,786.50","$16,440.17","$18,288.36","1,132.50",0.00,0.00,"16,540.73","15,408.23","$453,130","45,313","7,500","2,106",2-05,27001,443  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-422-006-0000
0,"$16,756.81","$18,996.87","$18,280.78","$19,263.49","$17,256.16","1,132.50",0.00,906.00,"18,795.31","16,756.81","$514,880","51,488","8,750","3,800",2-11,27001,422 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-010-0000
0,"$26,374.11","$23,137.24","$22,270.02","$21,781.90","$23,468.87",0.00,0.00,0.00,"26,374.11","26,374.11",,"72,248","8,750",,3-14,27001,428 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-011-0000
0,"$31,118.38","$22,219.94","$21,387.07","$20,918.29","$21,369.01",0.00,0.00,0.00,"31,118.38","31,118.38",,"85,245","11,025",,5-90,27001,430 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-012-0000
0,"$21,162.46","$22,142.18","$21,307.79","$20,884.04","$20,970.15","1,132.50",0.00,906.00,"23,427.46","21,162.46","$641,780","64,178","6,125","5,956",2-11,27001,415 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-013-0000
0,"$11,809.26","$11,788.67","$12,460.32","$12,226.23","$12,964.70","1,132.50",0.00,906.00,"13,847.76","11,809.26","$379,340","37,934","8,400","2,364",2-11,27001,431 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-018-0000
0,"$236,191.03","$240,318.39","$231,310.18","$218,841.01","$179,621.88",0.00,0.00,0.00,"236,191.03","236,191.03",,"647,012","49,692",,5-30,27001,438  MADISON ST,OAK PARK,60302,OAK PARK,16-07-422-025-0000
0,"$102,899.63","$40,170.16","$38,664.39","$37,816.97","$39,756.44",0.00,0.00,0.00,"102,899.63","102,899.63",,"281,879","19,950",,3-14,27001,421 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-027-0000
0,"$3,818.11","$4,570.48","$4,399.25","$4,302.81","$2,720.41",0.00,0.00,0.00,"3,818.11","3,818.11","$104,590","10,459","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1001
0,"$1,576.89","$1,928.16","$1,853.68","$1,834.75",$925.23,"1,132.50",0.00,0.00,"2,709.39","1,576.89","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1002
0,"$2,584.48","$3,133.60","$3,013.94","$2,969.48","$1,643.27","1,132.50",0.00,0.00,"3,716.98","2,584.48","$101,820","10,182","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1003
0,"$1,576.89","$1,928.16","$1,853.68","$1,834.75",$925.23,"1,132.50",0.00,0.00,"2,709.39","1,576.89","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1004
0,"$1,010.64","$1,270.31","$1,853.68","$1,834.75",$925.23,"1,132.50",0.00,0.00,"2,709.39","1,010.64","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1005
0,"$2,483.69","$3,013.48","$2,898.37","$2,856.47","$1,571.63","1,132.50",0.00,0.00,"3,616.19","2,483.69","$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1006
0,"$3,616.19","$4,329.18","$4,166.97","$4,075.57","$2,576.69",0.00,0.00,0.00,"3,616.19","3,616.19","$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1007
0,$0.00,$0.00,$0.00,$0.00,"$1,340.56","1,132.50","2,150.96",534.65,"3,818.11",0.00,"$104,590","10,459","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1008
0,"$2,080.63","$2,531.28","$2,434.19","$2,402.48","$1,284.32","1,132.50",0.00,0.00,"3,213.13","2,080.63","$88,040","8,804","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1009
0,"$2,709.39","$3,243.86","$3,122.28","$3,053.85","$1,930.29",0.00,0.00,0.00,"2,709.39","2,709.39","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1010
0,"$2,709.39","$1,928.16","$1,853.68","$1,834.75",$925.23,0.00,0.00,0.00,"2,709.39","2,709.39","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1011
0,"$1,576.89","$1,928.16","$1,853.68","$1,834.75",$925.23,"1,132.50",0.00,0.00,"2,709.39","1,576.89","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1012
0,"$2,709.39","$3,243.86","$3,122.28","$3,053.85","$1,930.29",0.00,0.00,0.00,"2,709.39","2,709.39","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1013
0,"$2,483.69","$3,013.48","$2,898.37","$2,856.47","$1,571.63","1,132.50",0.00,0.00,"3,616.19","2,483.69","$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1014
0,"$2,483.69","$3,013.48","$2,898.37","$2,856.47","$1,571.63","1,132.50",0.00,0.00,"3,616.19","2,483.69","$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1015
0,"$2,685.61","$3,254.78","$3,130.65","$3,083.71","$1,715.35","1,132.50",0.00,0.00,"3,818.11","2,685.61","$104,590","10,459","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1016
0,$0.00,$0.00,$0.00,$0.00,$456.30,"1,132.50","1,494.22",586.41,"3,213.13",0.00,"$88,040","8,804","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1017
0,"$2,080.63","$2,531.28","$2,434.19","$2,402.48","$1,284.32","1,132.50",0.00,0.00,"3,213.13","2,080.63","$88,040","8,804","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1018
0,"$2,709.39","$3,038.21","$2,924.25","$3,053.85","$1,625.18",0.00,0.00,0.00,"2,709.39","2,709.39","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1019
0,"$1,576.89","$1,928.16","$1,853.68","$1,834.75",$951.24,"1,132.50",0.00,0.00,"2,709.39","1,576.89","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1020
0,"$1,576.89","$1,928.16","$1,853.68","$1,834.75",$925.23,"1,132.50",0.00,0.00,"2,709.39","1,576.89","$74,240","7,424","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1021
0,"$2,483.69","$3,013.48","$2,898.37","$2,856.47","$1,571.63","1,132.50",0.00,0.00,"3,616.19","2,483.69","$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1022
0,$0.00,$0.00,$0.00,$0.00,$377.88,"1,132.50",0.00,906.00,"3,616.19",0.00,"$99,070","9,907","17,500",,2-99,27001,414 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-029-1023
0,"$2,846.20","$2,108.01","$3,979.60","$3,914.04","$2,945.69","1,132.50",0.00,0.00,"3,978.70","2,846.20","$109,010","10,901","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1001
0,"$2,846.20","$2,108.01","$3,979.60","$3,914.04","$2,945.69","1,132.50",0.00,0.00,"3,978.70","2,846.20","$109,010","10,901","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1002
0,"$3,617.21","$2,770.60","$2,871.73","$2,830.51","$3,710.39","1,132.50",0.00,0.00,"4,749.71","3,617.21","$130,120","13,012","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1003
0,"$3,488.33","$2,660.21","$4,826.26","$4,742.18","$3,582.90","1,132.50",0.00,0.00,"4,620.83","3,488.33","$126,590","12,659","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1004
0,"$4,235.66","$3,644.75","$4,318.57","$4,245.64","$3,200.54",0.00,0.00,0.00,"4,235.66","4,235.66","$116,050","11,605","8,550",,2-99,27001,409 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1005
0,"$4,364.54","$3,755.27","$5,757.03","$5,630.78","$4,333.53",0.00,0.00,0.00,"4,364.54","4,364.54","$119,570","11,957","8,550",,2-99,27001,409 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1006
0,"$3,617.21","$2,770.60","$2,871.73","$2,830.51","$3,269.32","1,132.50",0.00,0.00,"4,749.71","3,617.21","$130,120","13,012","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1007
0,"$3,103.16","$2,329.05","$2,423.79","$2,392.36","$3,200.54","1,132.50",0.00,0.00,"4,235.66","3,103.16","$116,050","11,605","8,550",,2-99,27001,405 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1008
0,"$4,235.66","$3,644.75","$5,587.17","$5,464.74","$4,205.60",0.00,0.00,0.00,"4,235.66","4,235.66","$116,050","11,605","8,550",,2-99,27001,409 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1009
0,"$3,617.21","$2,770.60","$3,742.88","$4,907.97","$3,710.39","1,132.50",0.00,0.00,"4,749.71","3,617.21","$130,120","13,012","8,550",,2-99,27001,409 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-030-1010
0,"$51,370.20","$47,809.51","$46,017.45","$45,008.81","$42,568.31",0.00,0.00,0.00,"51,370.20","51,370.20",,"140,721","16,050",,3-15,27001,400 S SCOVILLE AVE,OAK PARK,60302,OAK PARK,16-07-422-031-0000
0,"$3,032.38","$2,585.75","$3,755.18","$2,453.80","$2,951.72","1,132.50",0.00,0.00,"4,164.88","3,032.38","$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1001
0,$751.07,$872.57,$841.34,$808.51,"$1,813.70","1,132.50","1,375.31",906.00,"4,164.88",751.07,"$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1002
0,$384.37,$397.21,$377.92,$413.03,"$2,066.69","1,132.50",809.96,906.00,"3,232.83",384.37,"$88,580","8,858","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1003
0,"$3,032.38","$2,585.75","$2,486.58","$2,453.80","$2,951.72","1,132.50",0.00,0.00,"4,164.88","3,032.38","$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1004
0,"$6,458.42","$6,049.85","$5,823.13","$5,695.51","$6,135.46",0.00,0.00,0.00,"6,458.42","6,458.42","$176,930","17,693","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1005
0,$874.18,$752.45,"$1,988.40","$1,966.53","$2,478.48","1,132.50",947.34,906.00,"3,860.01",874.18,"$105,740","10,574","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1006
0,"$4,164.88","$2,585.75","$2,486.58","$2,453.80","$3,461.28",0.00,0.00,0.00,"4,164.88","4,164.88","$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1007
0,"$3,232.83","$3,028.61","$2,915.12","$2,851.23","$3,071.75",0.00,0.00,0.00,"3,232.83","3,232.83","$88,580","8,858","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1008
0,"$4,164.88","$3,901.45","$3,755.18","$2,453.80","$2,951.72",0.00,0.00,0.00,"4,164.88","4,164.88","$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1009
0,"$3,032.38","$1,367.62","$1,349.59","$2,453.80","$2,753.72","1,132.50",0.00,0.00,"4,164.88","3,032.38","$114,100","11,410","8,873",,2-99,27001,425 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-422-032-1010
0,"$21,373.56","$24,197.56","$23,288.32","$22,799.61","$23,856.68","1,132.50",0.00,0.00,"22,506.06","21,373.56","$616,530","61,653","7,500","6,022",2-11,27001,423  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-002-0000
0,"$11,021.49","$10,255.49","$9,868.82","$10,893.27","$10,687.09","1,132.50",0.00,0.00,"12,153.99","11,021.49","$332,950","33,295","3,750","2,076",2-11,27001,419  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-003-0000
0,"$11,491.36","$11,033.59","$11,796.20","$11,537.56","$10,674.60",0.00,0.00,0.00,"11,491.36","11,491.36","$314,790","31,479","3,750","2,076",2-11,27001,417  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-004-0000
0,"$19,401.88","$20,765.04","$19,984.38","$21,207.83","$19,838.74","1,132.50",0.00,0.00,"20,534.38","19,401.88","$562,520","56,252","7,500","2,975",2-06,27001,415  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-005-0000
0,"$33,901.50","$23,198.29","$22,328.63","$21,839.32","$24,341.84",0.00,0.00,0.00,"33,901.50","33,901.50",,"92,868","7,500",,3-14,27001,405  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-007-0000
0,"$29,204.00","$22,579.78","$21,733.40","$7,584.87","$24,341.84",0.00,0.00,0.00,"29,204.00","29,204.00",,"80,001","8,550",,3-14,27001,401  WASHINGTON BLVD,OAK PARK,60302,OAK PARK,16-07-423-008-0000
0,"$12,899.74","$14,281.79","$13,742.36","$8,719.86","$13,059.89","1,132.50",0.00,906.00,"14,938.24","12,899.74","$409,220","40,922","8,750","2,510",2-11,27001,418 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-423-010-0000
0,"$16,818.98","$18,377.17","$17,688.34","$17,300.61","$18,603.09",0.00,0.00,0.00,"16,818.98","16,818.98","$460,740","46,074","8,750","2,340",2-06,27001,422 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-423-011-0000
0,"$13,827.26","$15,277.51","$14,702.57","$16,146.98","$14,761.89","1,132.50",0.00,0.00,"14,959.76","13,827.26","$409,810","40,981","7,000","2,999",2-11,27001,426 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-423-012-0000
0,"$9,086.27","$10,556.12","$10,178.23","$9,781.08","$12,381.19","1,132.50","7,679.71",906.00,"18,804.48","9,086.27","$515,130","51,513","10,150","3,332",2-11,27001,430 S ELMWOOD AVE,OAK PARK,60302,OAK PARK,16-07-423-013-0000
0,"$14,031.00","$15,373.43","$16,063.52","$19,673.96","$16,893.05","1,132.50",0.00,0.00,"15,163.50","14,031.00","$415,390","41,539","8,750","3,204",2-11,27001,419 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-015-0000
0,"$72,187.14","$68,270.09","$65,710.94","$62,118.02","$52,163.91",0.00,0.00,0.00,"72,187.14","72,187.14",,"206,103","18,081",,5-30,27001,438  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-019-0000
0,"$17,731.89","$12,442.05","$11,975.58","$11,713.11","$11,969.83",0.00,0.00,0.00,"17,731.89","17,731.89",,"48,576","6,150",,5-90,27001,416  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-020-0000
0,"$23,182.16","$28,457.41","$27,390.72","$26,790.33","$28,988.51",0.00,0.00,0.00,"23,182.16","23,182.16",,"63,506","6,150",,5-17,27001,414  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-021-0000
0,"$14,392.83","$13,811.69","$13,293.91","$13,002.55","$15,818.35",0.00,0.00,0.00,"14,392.83","14,392.83",,"39,428","3,075",,5-92,27001,412  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-022-0000
0,"$16,156.36","$13,685.91","$13,172.89","$14,446.94","$13,152.79",0.00,0.00,0.00,"16,156.36","16,156.36",,"44,260","3,075",,5-17,27001,410  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-023-0000
0,"$13,273.58","$12,221.80","$11,763.73","$11,505.87","$15,886.41",0.00,0.00,0.00,"13,273.58","13,273.58","$363,610","36,361","3,505","5,460",2-12,27001,408  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-024-0000
0,"$2,413.02","$4,829.93","$4,649.17","$4,512.99","$12,980.06",0.00,0.00,0.00,"2,413.02","2,413.02",,"6,610","2,644",,1-00,27001,406  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-025-0000
0,"$6,398.29","$11,093.46","$10,678.06","$10,492.67","$20,977.90",0.00,0.00,0.00,"6,398.29","6,398.29",,"17,528","7,011",,1-00,27001,400  MADISON ST,OAK PARK,60302,OAK PARK,16-07-423-026-0000
0,"$7,793.30","$9,557.11","$9,196.72","$9,900.31","$8,794.99","1,132.50",0.00,0.00,"8,925.80","7,793.30","$244,520","24,452","1,363","1,598",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-027-0000
0,"$8,701.68","$9,054.38","$8,714.90","$7,304.85","$8,799.87",0.00,0.00,0.00,"8,701.68","8,701.68","$238,390","23,839","1,325","1,598",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-028-0000
0,"$5,331.13","$6,193.53","$5,971.81","$5,738.79","$8,092.03","1,132.50","1,465.68",906.00,"8,835.31","5,331.13","$242,040","24,204","1,329","1,598",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-029-0000
0,"$7,768.84","$10,466.79","$10,072.30","$9,873.13","$8,795.42","1,132.50",0.00,0.00,"8,901.34","7,768.84","$243,850","24,385","1,334","1,598",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-030-0000
0,"$8,837.12","$8,104.05","$5,369.86","$5,160.33","$6,939.08",0.00,0.00,0.00,"8,837.12","8,837.12","$242,090","24,209","1,329","1,426",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-031-0000
0,"$6,793.87","$9,420.02","$9,062.88","$8,903.33","$8,094.04","1,132.50",0.00,906.00,"8,832.37","6,793.87","$241,970","24,197","2,046","1,598",2-95,27001,427 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-032-0000
0,"$7,655.70","$9,410.68","$9,055.65","$8,878.83","$8,106.81","1,132.50",0.00,0.00,"8,788.20","7,655.70","$240,750","24,075","2,016","1,440",2-95,27001,431 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-033-0000
0,"$8,688.54","$10,277.85","$8,623.94","$8,456.65","$8,101.07",0.00,0.00,0.00,"8,688.54","8,688.54","$238,020","23,802","1,265","1,426",2-95,27001,431 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-034-0000
0,"$8,917.76","$10,715.98","$10,314.23","$10,088.17","$9,109.86",0.00,0.00,0.00,"8,917.76","8,917.76","$244,300","24,430","1,269","1,448",2-95,27001,431 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-035-0000
0,"$4,945.06","$5,745.00","$5,539.34","$5,323.20","$7,384.03","1,132.50","1,784.25",906.00,"8,767.82","4,945.06","$240,200","24,020","1,267","1,448",2-95,27001,431 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-036-0000
0,"$7,635.32","$9,397.12","$9,042.71","$8,866.15","$8,101.93","1,132.50",0.00,0.00,"8,767.82","7,635.32","$240,200","24,020","1,267","1,448",2-95,27001,431 S RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-07-423-037-0000
