,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
0,"$13,057.73","$16,722.81","$16,093.71","$15,762.60","$15,417.91","1,132.50",0.00,0.00,"14,190.23","13,057.73","$388,740","38,874","1,386","2,520",2-95,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-038-0000
0,"$11,422.28","$10,961.36","$10,548.28","$13,221.38","$15,105.48","1,132.50",0.00,0.00,"12,554.78","11,422.28","$343,940","34,394","1,141","2,140",2-95,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-039-0000
0,"$12,142.21","$12,088.78","$15,078.83","$14,787.32","$14,413.85","1,132.50",0.00,906.00,"14,180.71","12,142.21","$388,480","38,848","1,386","2,520",2-95,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-040-0000
0,"$11,422.28","$10,960.97","$13,566.66","$13,291.12","$10,536.91","1,132.50",0.00,0.00,"12,554.78","11,422.28","$343,940","34,394","1,141","2,140",2-95,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-041-0000
0,"$12,626.24","$15,894.05","$15,296.02","$14,982.50","$12,821.12","1,132.50",0.00,0.00,"13,758.74","12,626.24","$376,910","37,691","1,429","2,405",2-95,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-042-0000
0,$120.05,$114.33,$109.99,$107.65,$99.36,0.00,0.00,0.00,120.05,120.05,"$3,300",330,206,,2-41,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-043-0000
0,$0.00,$0.00,$0.00,$0.00,$0.00,0.00,0.00,0.00,0.00,0.00,,0,958,,1-00,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-044-0000
0,"$34,015.77",$0.00,$0.00,$0.00,$0.00,0.00,0.00,0.00,"34,015.77","34,015.77","$931,810","93,181","33,279",,2-41,27001,243 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-045-0000
0,"$5,692.62","$5,419.89","$5,216.74","$2,908.04","$3,259.84",0.00,0.00,0.00,"5,692.62","5,692.62","$155,950","15,595","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1001
0,"$6,222.52","$5,687.64","$5,472.23","$5,373.91","$5,567.46","1,132.50",0.00,0.00,"7,355.02","6,222.52","$201,490","20,149","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1002
0,"$3,350.05","$3,189.78",$0.00,$0.00,$321.33,0.00,0.00,0.00,"3,350.05","3,350.05","$91,780","9,178","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1003
0,"$6,046.19","$5,519.49","$5,310.49","$5,215.68","$5,278.86","1,132.50",0.00,0.00,"7,178.69","6,046.19","$196,670","19,667","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1004
0,"$1,890.94","$1,282.70","$2,332.19","$2,302.76","$2,434.54","1,132.50",0.00,906.00,"3,929.44","1,890.94","$107,640","10,764","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1005
0,"$2,671.00","$2,305.63","$2,217.01","$2,190.11","$2,324.27","1,132.50",0.00,0.00,"3,803.50","2,671.00","$104,200","10,420","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1006
0,"$4,105.77","$3,909.08","$3,762.54","$3,680.10","$3,593.81",0.00,0.00,0.00,"4,105.77","4,105.77","$112,480","11,248","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1007
0,"$2,746.54","$2,377.73","$2,286.40","$2,258.02","$2,390.32","1,132.50",0.00,0.00,"3,879.04","2,746.54","$106,270","10,627","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1008
0,"$6,675.97","$6,118.79","$5,887.19","$5,779.88","$5,829.92","1,132.50",0.00,0.00,"7,808.47","6,675.97","$213,920","21,392","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1009
0,"$5,039.51","$4,371.02","$4,203.25","$4,150.18","$4,472.52","1,132.50",0.00,906.00,"7,078.01","5,039.51","$193,910","19,391","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1010
0,"$1,865.68",$399.84,$385.53,$370.48,"$1,297.82","1,132.50",0.00,906.00,"3,904.18","1,865.68","$106,950","10,695","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1011
0,"$3,753.11","$3,573.44","$3,439.43","$3,364.11","$3,285.11",0.00,0.00,0.00,"3,753.11","3,753.11","$102,820","10,282","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1012
0,"$4,484.47","$4,032.49","$3,879.13","$3,815.78","$3,912.12","1,132.50",0.00,0.00,"5,616.97","4,484.47","$153,880","15,388","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1013
0,"$7,506.55","$7,146.75","$6,878.86","$6,728.09","$6,570.51",0.00,0.00,0.00,"7,506.55","7,506.55","$205,630","20,563","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1014
0,"$1,361.94",$869.02,"$1,005.69","$1,084.24","$1,971.35","1,132.50",0.00,906.00,"3,400.44","1,361.94","$93,160","9,316","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1015
0,"$7,329.88","$6,851.77","$6,594.94","$6,450.38","$6,026.05",0.00,0.00,0.00,"7,329.88","7,329.88","$200,810","20,081","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1016
0,"$4,333.40","$3,888.68","$3,740.59","$3,680.34","$3,779.60","1,132.50",0.00,0.00,"5,465.90","4,333.40","$149,740","14,974","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1017
0,"$7,984.69","$7,602.51","$7,317.54","$7,157.21","$6,989.47",0.00,0.00,0.00,"7,984.69","7,984.69","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1018
0,"$2,393.54","$2,041.70","$1,962.90","$1,941.66","$2,081.62","1,132.50",0.00,0.00,"3,526.04","2,393.54","$96,610","9,661","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1019
0,"$6,852.19","$6,286.81","$6,048.94","$5,938.11","$5,984.41","1,132.50",0.00,0.00,"7,984.69","6,852.19","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1020
0,"$5,115.05","$4,443.25","$4,272.64","$3,122.36","$4,538.85","1,132.50",0.00,906.00,"7,153.55","5,115.05","$195,980","19,598","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1021
0,"$1,664.21","$1,157.16","$1,109.77","$1,124.50","$1,517.78","1,132.50",0.00,906.00,"3,702.71","1,664.21","$101,440","10,144","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1022
0,"$1,638.61","$1,132.95","$1,086.56","$1,101.82","$1,496.10","1,132.50",0.00,906.00,"3,677.11","1,638.61","$100,750","10,075","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1023
0,"$4,484.47","$4,032.49","$3,879.13","$3,815.78","$3,912.12","1,132.50",0.00,0.00,"5,616.97","4,484.47","$153,880","15,388","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1024
0,"$6,374.05","$5,831.45","$5,610.64","$5,509.36","$4,986.68","1,132.50",0.00,0.00,"7,506.55","6,374.05","$205,630","20,563","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1025
0,$0.00,$0.00,$0.00,"$1,637.03","$2,976.41",,,,,,,0,0,,0-00,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1026
0,"$6,197.38","$5,663.43","$5,448.89","$5,351.12","$5,410.96","1,132.50",0.00,0.00,"7,329.88","6,197.38","$200,810","20,081","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1027
0,"$5,465.90","$5,204.38","$5,009.19","$4,899.44","$4,784.66",0.00,0.00,0.00,"5,465.90","5,465.90","$149,740","14,974","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1028
0,"$6,852.19","$6,286.81","$6,048.94","$5,938.11","$5,984.41","1,132.50",0.00,0.00,"7,984.69","6,852.19","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1029
0,"$1,487.54",$989.14,$948.02,$966.38,"$1,363.72","1,132.50",0.00,906.00,"3,526.04","1,487.54","$96,610","9,661","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1030
0,"$5,946.19","$5,234.25","$5,034.06","$4,962.83","$5,266.51","1,132.50",0.00,906.00,"7,984.69","5,946.19","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1031
0,"$5,794.55","$5,232.67","$5,033.80","$4,949.55","$4,969.59","1,132.50",0.00,0.00,"7,153.55","5,794.55","$195,980","19,598","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1032
0,"$2,570.21","$2,209.72","$2,124.65","$2,099.78","$2,235.68","1,132.50",0.00,0.00,"3,702.71","2,570.21","$101,440","10,144","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1033
0,$0.00,$0.00,$0.00,"$1,770.48","$3,219.06",,,,,,,0,0,,0-00,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1034
0,"$5,616.97","$5,348.19","$5,147.73","$5,034.88","$4,917.18",0.00,0.00,0.00,"5,616.97","5,616.97","$153,880","15,388","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1035
0,"$5,468.05","$4,778.89","$4,595.76","$4,534.08","$4,847.55","1,132.50",0.00,906.00,"7,506.55","5,468.05","$205,630","20,563","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1036
0,"$3,400.44","$3,237.28","$3,115.94","$3,047.63","$2,976.41",0.00,0.00,0.00,"3,400.44","3,400.44","$93,160","9,316","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1037
0,"$7,329.88","$5,663.43","$5,448.89","$5,351.12","$5,410.96",0.00,0.00,0.00,"7,329.88","7,329.88","$200,810","20,081","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1038
0,"$5,465.90","$5,204.38","$5,009.19","$4,899.44","$4,784.66",0.00,0.00,0.00,"5,465.90","5,465.90","$149,740","14,974","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1039
0,"$6,852.19","$6,286.81","$6,048.94","$5,938.11","$5,984.41","1,132.50",0.00,0.00,"7,984.69","6,852.19","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1040
0,"$3,526.04","$3,357.40","$3,231.50","$3,160.76","$3,086.68",0.00,0.00,0.00,"3,526.04","3,526.04","$96,610","9,661","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1041
0,"$6,852.19","$6,286.81","$6,048.94","$5,938.11","$5,984.41","1,132.50",0.00,0.00,"7,984.69","6,852.19","$218,750","21,875","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1042
0,"$7,153.55","$6,811.51","$6,556.12","$6,412.47","$6,261.81",0.00,0.00,0.00,"7,153.55","7,153.55","$195,980","19,598","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1043
0,$0.00,$0.00,$0.00,"$1,639.87","$2,981.58",,,,,,,0,0,,0-00,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1044
0,$969.87,$869.81,$832.84,"$1,101.82","$1,496.10","1,132.50",668.74,906.00,"3,677.11",969.87,"$100,750","10,075","33,950",,2-99,27001,201 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-307-046-1045
0,"$79,810.90","$61,319.25","$59,020.73","$57,727.07","$62,539.14",0.00,0.00,0.00,"79,810.90","79,810.90",,"218,630","17,000",,3-15,27001,230 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-004-0000
0,"$39,812.02","$16,944.24","$16,309.12","$15,951.68","$14,748.54",0.00,0.00,0.00,"39,812.02","39,812.02",,"109,060","8,500",,3-14,27001,250 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-006-0000
0,"$92,778.93","$51,798.85","$49,857.12","$45,962.63","$49,655.13",0.00,0.00,0.00,"92,778.93","92,778.93",,"254,154","13,260",,3-15,27001,254 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-007-0000
0,"$15,855.57","$16,234.82","$15,626.36","$15,283.86","$14,377.10",0.00,0.00,0.00,"15,855.57","15,855.57","$434,360","43,436","8,500","9,351",2-12,27001,203 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-008-0000
0,"$15,855.57","$16,234.82","$15,626.36","$15,283.86","$14,377.10",0.00,0.00,0.00,"15,855.57","15,855.57","$434,360","43,436","8,500","9,351",2-12,27001,207 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-009-0000
0,"$3,048.12","$2,958.75","$2,847.88","$2,785.40","$2,610.57",0.00,0.00,0.00,"3,048.12","3,048.12","$83,500","8,350","8,500",,2-90,27001,211 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-010-0000
0,"$3,048.12","$2,958.75","$2,847.88","$2,785.40","$2,610.57",0.00,0.00,0.00,"3,048.12","3,048.12","$83,500","8,350","8,500",,2-90,27001,211 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-011-0000
0,"$20,934.94","$17,677.88","$16,673.21","$16,319.36","$14,200.06",0.00,0.00,0.00,"20,934.94","20,934.94",,"69,283","8,840",,5-90,27001,219 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-012-0000
0,"$4,049.14","$3,215.44","$3,094.88","$3,027.03","$5,059.62",0.00,0.00,0.00,"4,049.14","4,049.14","$110,930","11,093","9,860",,2-41,27001,223 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-013-0000
0,"$15,244.81","$15,559.99","$14,976.71","$10,686.63","$13,671.11",0.00,0.00,0.00,"15,244.81","15,244.81","$417,610","41,761","6,800","3,625",2-12,27001,227 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-014-0000
0,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,247 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-023-0000
0,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,255 S MARION ST,OAK PARK,60302,OAK PARK,16-07-308-024-0000
0,"$6,357.29","$6,164.71","$5,929.56","$5,838.64","$6,693.41","1,132.50",0.00,906.00,"8,395.79","6,357.29","$230,000","23,000","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1001
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$9,597.17",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1002
0,"$7,262.16","$7,216.09","$6,943.43","$6,812.94","$7,410.02","1,132.50",0.00,0.00,"8,394.66","7,262.16","$229,980","22,998","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1003
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1004
0,"$7,263.29","$7,217.27","$6,944.44","$6,813.92","$7,411.31","1,132.50",0.00,0.00,"8,395.79","7,263.29","$230,000","23,000","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1005
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,1123  PLEASANT ST,OAK PARK,60302,OAK PARK,16-07-308-028-1006
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1007
0,"$10,192.84","$10,194.83","$9,810.46","$9,617.11","$10,347.81","1,132.50",0.00,0.00,"11,325.34","10,192.84","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1008
0,"$2,355.03","$2,736.00","$2,638.05","$2,535.12","$3,847.23","1,132.50","6,931.81",906.00,"11,325.34","2,355.03","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1009
0,"$9,286.84","$9,142.27","$8,795.58","$9,617.11","$10,347.81","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1010
0,"$10,192.84","$10,194.83","$9,810.46","$9,617.11","$10,347.81","1,132.50",0.00,0.00,"11,325.34","10,192.84","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1011
0,"$10,192.84","$10,194.83","$9,810.46","$9,617.11","$10,347.81","1,132.50",0.00,0.00,"11,325.34","10,192.84","$310,260","31,026","51,000",,2-99,27001,200 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1012
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1013
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$9,597.17",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1014
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1015
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1016
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1017
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$9,597.17",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,204 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1018
0,"$8,227.05","$8,196.68","$7,887.27","$7,736.04","$8,377.18","1,132.50",0.00,0.00,"9,359.55","8,227.05","$256,400","25,640","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1019
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$9,597.17","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1020
0,"$8,227.05","$8,196.68","$7,887.27","$7,736.04","$8,377.18","1,132.50",0.00,0.00,"9,359.55","8,227.05","$256,400","25,640","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1021
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1022
0,"$8,227.05","$8,196.68","$7,887.27","$8,955.14","$7,659.28","1,132.50",0.00,0.00,"9,359.55","8,227.05","$256,400","25,640","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1023
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$9,597.17",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,208 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1024
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1025
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1026
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1027
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1028
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1029
0,"$9,286.84","$9,142.27","$8,795.58","$8,641.83","$9,629.91","1,132.50",0.00,906.00,"11,325.34","9,286.84","$310,260","31,026","51,000",,2-99,27001,212 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1030
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1031
0,"$9,574.16","$9,730.39","$7,082.09","$6,965.94","$8,592.11",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1032
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1033
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$7,874.21",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1034
0,"$7,535.66","$7,362.13","$5,788.62","$5,562.75","$7,413.04","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1035
0,"$9,574.16","$9,730.39","$8,096.97","$7,941.22","$8,592.11",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1036
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,216 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1037
0,"$7,535.66","$7,362.13","$7,082.09","$6,965.94","$7,874.21","1,132.50",0.00,906.00,"9,574.16","7,535.66","$262,280","26,228","51,000",,2-99,27001,220 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1038
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,220 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1039
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,220 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1040
0,"$8,441.66","$8,414.69","$8,096.97","$7,941.22","$8,592.11","1,132.50",0.00,0.00,"9,574.16","8,441.66","$262,280","26,228","51,000",,2-99,27001,220 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1041
0,"$9,574.16","$9,730.39","$9,365.57","$9,160.32","$9,597.17",0.00,0.00,0.00,"9,574.16","9,574.16","$262,280","26,228","51,000",,2-99,27001,220 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1042
0,"$8,393.86","$8,234.57","$7,921.90","$7,787.25","$8,734.83","1,132.50",0.00,906.00,"10,432.36","8,393.86","$285,800","28,580","51,000",,2-99,27001,224 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1043
0,"$9,299.86","$9,287.13","$8,936.78","$8,762.53","$9,452.73","1,132.50",0.00,0.00,"10,432.36","9,299.86","$285,800","28,580","51,000",,2-99,27001,224 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1044
0,"$8,393.86","$8,234.57","$7,921.90","$7,787.25","$9,452.73","1,132.50",0.00,906.00,"10,432.36","8,393.86","$285,800","28,580","51,000",,2-99,27001,224 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1045
0,"$2,816.41","$3,272.01","$3,154.88","$3,848.21","$4,432.17","1,132.50","1,460.81",906.00,"6,315.73","2,816.41","$173,010","17,301","51,000",,2-99,27001,224 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-028-1046
0,"$7,107.12","$6,392.33","$6,150.55","$6,037.47","$5,853.33",0.00,0.00,0.00,"7,107.12","7,107.12","$194,700","19,470","1,438","1,044",2-10,27001,228 S MAPLE AVE,OAK PARK,60302,OAK PARK,16-07-308-029-0000
