,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-112-016-1004,211 1B N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-112-016-1005,211 2B N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-112-016-1006,211 3B N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-112-016-1007,211 1C N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-112-016-1008,211 2C N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-112-016-1009,211 3C N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$567,"$9,045","$9,612",$567,"$9,045","$9,612","$96,120","$96,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-112-016-1010,211 1D N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$713,"$11,371","$12,084",$713,"$11,371","$12,084","$120,840","$120,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-112-016-1011,211 2D N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$713,"$11,371","$12,084",$713,"$11,371","$12,084","$120,840","$120,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-112-016-1012,211 3D N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$713,"$11,371","$12,084",$713,"$11,371","$12,084","$120,840","$120,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $263.14,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $328.42
0,16-07-112-016-1013,211 G N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$438,"$6,977","$7,415",$437,"$6,977","$7,414","$74,150","$74,140",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-112-016-1014,211 P N MARION ST,OAK PARK,Oak Park,299,"6,118",20,27001,$32,$516,$548,$32,$516,$548,"$5,480","$5,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,72,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-113-001-0000,212 N MARION ST,OAK PARK,Oak Park,211,"2,010",70,27001,"$2,111","$29,435","$31,546","$2,111","$29,435","$31,546","$315,460","$315,460","Two to six apartments, over 62 years",Two Story,Multi Family,2,Masonry,2,0,Full and Unfinished,None,No,0,None,107,"2,190",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-002-0000,210 N MARION ST,OAK PARK,Oak Park,211,"2,010",70,27001,"$2,111","$30,646","$32,757","$2,110","$30,645","$32,755","$327,570","$327,550","Two to six apartments, over 62 years",Two Story,Multi Family,2,Frame,2,0,Full and Unfinished,None,No,0,None,107,"2,190",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-003-0000,208 N MARION ST,OAK PARK,Oak Park,211,"2,345",70,27001,"$2,462","$31,581","$34,043","$2,462","$31,581","$34,043","$340,430","$340,430","Two to six apartments, over 62 years",Two Story,Multi Family,3,Masonry,3,0,Full and Apartment,None,No,0,None,107,"2,190",2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $3,443.58",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $3,299.24",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $3,376.05"
0,16-07-113-004-0000,206 N MARION ST,OAK PARK,Oak Park,211,"2,345",70,27001,"$2,462","$31,711","$34,173","$2,462","$31,711","$34,173","$341,730","$341,730","Two to six apartments, over 62 years",Two Story,Multi Family,2,Masonry,2,0,Full and Unfinished,None,No,0,None,107,"2,190",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-005-0000,202 N MARION ST,OAK PARK,Oak Park,211,"1,809",70,27001,"$1,900","$31,275","$33,175","$1,899","$31,274","$33,173","$331,750","$331,730","Two to six apartments, over 62 years",Two Story,Multi Family,2,Masonry,3,0,Full and Rec Room,None,No,0,None,107,"2,190",2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-006-0000,200 N MARION ST,OAK PARK,Oak Park,211,"1,775",70,27001,"$1,864","$28,777","$30,641","$1,864","$28,777","$30,641","$306,410","$306,410","Two to six apartments, over 62 years",Two Story,Multi Family,2,Masonry,2,0,Full and Unfinished,None,No,0,None,107,"2,190",2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-113-009-0000,1036  ONTARIO ST,OAK PARK,Oak Park,0,0,70,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16-07-113-010-1001,1044 1A  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$13,045","$13,676",$631,"$13,045","$13,676","$136,760","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,57,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-113-010-1002,1044 1B  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1003,1044 1C  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$13,045","$13,676",$631,"$13,045","$13,676","$136,760","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,57,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1004,1044 1D  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$13,045","$13,676",$631,"$13,045","$13,676","$136,760","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,57,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-07-113-010-1005,1044 2A  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$13,045","$13,676",$631,"$13,045","$13,676","$136,760","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,57,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-113-010-1006,1044 2B  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-113-010-1007,1044 2C  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1008,1044 2D  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1009,1044 2E  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$575,"$13,203","$13,778",$575,"$11,873","$12,448","$137,780","$124,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1010,1040 2F  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $3,258.04",,,,
0,16-07-113-010-1011,1040 2G  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$575,"$13,203","$13,778",$575,"$11,873","$12,448","$137,780","$124,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1012,1040 2N  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1013,1040 2I  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,N/A,N/A,N/A
0,16-07-113-010-1014,1040 2J  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1015,1040 2K  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1016,1040 3C  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,437.27",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,375.92",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,419.27"
0,16-07-113-010-1017,1040 3D  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-113-010-1018,1044 3E  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$575,"$13,203","$13,778",$575,"$11,873","$12,448","$137,780","$124,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,746.85",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,675.31",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,698.32"
0,16-07-113-010-1019,1040 3F  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1020,1040 3G  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$575,"$13,203","$13,778",$575,"$11,873","$12,448","$137,780","$124,480",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1021,1040 3H  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-113-010-1022,1040 3I  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-113-010-1023,1040 3J  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$14,506","$15,137",$631,"$13,045","$13,676","$151,370","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,60,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-113-010-1024,1040 3K  ONTARIO ST,OAK PARK,Oak Park,299,"18,087",70,27001,$631,"$13,045","$13,676",$631,"$13,045","$13,676","$136,760","$136,760",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,57,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-001-0000,1033  ERIE ST,OAK PARK,Oak Park,204,"5,030",70,27001,"$5,282","$52,415","$57,697","$5,281","$52,414","$57,695","$576,970","$576,950","One story residence, any age, 1,801 square feet and over",1.5 to 1.9 Stories,Single Family,Frame/Masonry,2,0,Full and Rec Room,Full and Living Area,No,1,2 car detached,94,"2,298",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-002-0000,224 N MARION CT,OAK PARK,Oak Park,203,"2,500",70,27001,"$2,625","$36,730","$39,355","$2,625","$36,730","$39,355","$393,550","$393,550","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Frame,1,1,Full and Unfinished,Partial and Living Area,Yes,0,None,132,"1,112",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-003-0000,218 N MARION CT,OAK PARK,Oak Park,202,"2,000",70,27001,"$2,100","$29,574","$31,674","$2,100","$24,497","$26,597","$316,740","$265,970","One story residence, any age, up to 999 square feet",1.5 to 1.9 Stories,Single Family,Frame,1,1,Partial and Unfinished,Full and Living Area,Yes,0,None,137,988,Assessor Valuation,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-114-004-0000,1025  ERIE ST,OAK PARK,Oak Park,206,"9,642",70,27001,"$10,124","$75,402","$85,526","$10,124","$75,402","$85,526","$855,260","$855,260","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,5,3,Full and Rec Room,Full and Living Area,Yes,1,3 car detached,142,"4,863",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-005-0000,1023  ERIE ST,OAK PARK,Oak Park,206,"9,642",70,27001,"$10,124","$70,610","$80,734","$10,124","$70,610","$80,734","$807,340","$807,340","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,4,1,Full and Rec Room,Partial and Unfinished,Yes,1,2 car detached,134,"3,651",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-006-0000,1019  ERIE ST,OAK PARK,Oak Park,205,"9,642",70,27001,"$10,124","$45,892","$56,016","$10,124","$45,892","$56,016","$560,160","$560,160","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Full and Living Area,No,2,3 car detached,137,"2,098",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-010-0000,1024  ONTARIO ST,OAK PARK,Oak Park,205,"9,500",70,27001,"$9,975","$38,509","$48,484","$9,975","$38,509","$48,484","$484,840","$484,840","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,Yes,0,3 car detached,138,"1,756",Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-114-011-0000,1022  ONTARIO ST,OAK PARK,Oak Park,203,"9,500",70,27001,"$9,975","$32,026","$42,001","$9,975","$32,026","$42,001","$420,010","$420,010","One story residence, any age, 1,000 to 1,800 square feet",1.5 to 1.9 Stories,Single Family,Frame,2,0,Full and Unfinished,Partial and Living Area,Yes,0,3 car detached,157,"1,558",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-012-0000,1013  ERIE ST,OAK PARK,Oak Park,205,"2,500",70,27001,"$2,625","$43,030","$45,655","$2,625","$43,029","$45,654","$456,550","$456,540","Two or more story residence, over 62 years, up to 2,200 sq.ft.",Two Story,Single Family,Frame,1,1,None,Partial and Living Area,No,1,1 car attached,131,"1,983",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-013-0000,231  FOREST AVE,OAK PARK,Oak Park,206,"7,250",70,27001,"$7,613","$60,335","$67,948","$7,612","$60,335","$67,947","$679,480","$679,470","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,0,Full and Unfinished,Partial and Unfinished,No,1,1 car detached,146,"2,204",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-014-0000,227  FOREST AVE,OAK PARK,Oak Park,206,"9,750",70,27001,"$10,238","$67,236","$77,474","$10,237","$67,235","$77,472","$774,740","$774,720","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,3,0,None,Partial and Unfinished,No,0,2.5 car detached,138,"3,551",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-015-0000,223  FOREST AVE,OAK PARK,Oak Park,206,"9,750",70,27001,"$10,238","$85,068","$95,306","$10,238","$77,537","$87,775","$953,060","$877,750","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Stucco,1,0,Full and Unfinished,None,No,0,None,115,600,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-016-0000,219  FOREST AVE,OAK PARK,Oak Park,206,"9,750",70,27001,"$10,238","$55,929","$66,167","$10,238","$55,929","$66,167","$661,670","$661,670","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,None,Yes,0,2 car detached,138,"2,751",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-114-018-0000,209  FOREST AVE,OAK PARK,Oak Park,206,"14,625",70,27001,"$15,356","$72,131","$87,487","$15,356","$72,131","$87,487","$874,870","$874,870","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame/Masonry,3,0,Partial and Unfinished,Full and Living Area,No,0,2.5 car detached,126,"4,509",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-114-019-0000,203  FOREST AVE,OAK PARK,Oak Park,206,"11,700",70,27001,"$12,285","$69,484","$81,769","$12,285","$67,113","$79,398","$817,690","$793,980","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,3,1,Full and Unfinished,Partial and Living Area,Yes,0,None,129,"3,731",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-114-020-0000,1032  ONTARIO ST,OAK PARK,Oak Park,206,"12,730",70,27001,"$13,367","$59,154","$72,521","$13,367","$59,154","$72,521","$725,210","$725,210","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,Frame,2,1,Full and Unfinished,Partial and Unfinished,No,1,2 car detached,124,"2,759",Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,N/A,N/A,N/A
0,16-07-114-021-0000,1028 1  ONTARIO ST,OAK PARK,Oak Park,211,"6,270",70,27001,"$6,584","$33,813","$40,397","$6,583","$33,813","$40,396","$403,970","$403,960","Two to six apartments, over 62 years",Two Story,Multi Family,2,Masonry,2,0,Full and Unfinished,None,No,0,2 car detached,112,"2,662",2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
