,taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions
0,"$8,884.12","$9,530.27","$9,170.84","$8,991.59","$7,608.02","$274,400","27,440","4,158","1,144",2-05,27001,1142 S TAYLOR AVE,OAK PARK,60304,OAK PARK,16-17-321-018-0000,"1,132.50",0.00,0.00,"10,016.62","8,884.12"
0,"$9,463.06","$8,284.96","$10,841.84","$10,625.92","$9,514.19","$290,250","29,025","4,284","1,192",2-05,27001,1146 S TAYLOR AVE,OAK PARK,60304,OAK PARK,16-17-321-019-0000,"1,132.50",0.00,0.00,"10,595.56","9,463.06"
0,$418.80,$486.55,$469.13,$450.82,"$1,392.44","$261,040","26,104","3,175","1,140",2-03,27001,1101 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-020-0000,"1,132.50","7,072.01",906.00,"9,529.31",418.80
0,"$9,105.30","$8,779.93","$9,834.06","$9,640.28","$9,136.28","$285,090","28,509","3,150","1,311",2-05,27001,1103 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-021-0000,"1,132.50",0.00,0.00,"10,237.80","9,105.30"
0,"$2,584.37","$11,010.83","$10,595.85","$11,383.59","$10,563.90","$304,860","30,486","3,150","1,624",2-05,27001,1105 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-022-0000,"1,132.50",0.00,0.00,"11,128.17","2,584.37"
0,"$9,374.04","$10,338.64","$9,948.87","$9,752.56","$9,513.04","$287,830","28,783","3,150","1,311",2-05,27001,1107 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-023-0000,"1,132.50",0.00,0.00,"10,506.54","9,374.04"
0,"$5,193.87","$6,006.57","$5,777.46","$6,992.64","$4,594.85","$198,140","19,814","3,150",704,2-02,27001,1109 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-024-0000,"1,132.50",0.00,906.00,"7,232.37","5,193.87"
0,"$7,127.50","$6,256.02","$6,017.48","$6,899.98","$6,558.45","$251,110","25,111","3,150",889,2-02,27001,1115 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-027-0000,"1,132.50",0.00,906.00,"9,166.00","7,127.50"
0,"$9,527.72","$8,655.33","$8,326.96","$5,554.22","$7,115.82","$292,030","29,203","3,150","1,348",2-05,27001,1117 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-028-0000,"1,132.50",0.00,0.00,"10,660.22","9,527.72"
0,"$10,348.67","$12,227.06","$11,766.52","$11,530.25","$10,223.04","$314,530","31,453","3,150","1,596",2-05,27001,1119 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-029-0000,"1,132.50",0.00,0.00,"11,481.17","10,348.67"
0,"$8,480.39","$6,920.71","$6,659.01","$6,534.74","$7,060.69","$263,340","26,334","3,150","1,054",2-03,27001,1121 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-030-0000,"1,132.50",0.00,0.00,"9,612.89","8,480.39"
0,"$10,182.65","$6,949.26","$6,684.76","$6,577.29","$6,285.65","$334,790","33,479","4,199","1,848",2-11,27001,1123 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-031-0000,"1,132.50",0.00,906.00,"12,221.15","10,182.65"
0,"$9,313.79","$9,053.07","$8,711.48","$8,542.23","$8,154.63","$286,180","28,618","4,199","1,574",2-03,27001,1125 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-032-0000,"1,132.50",0.00,0.00,"10,446.29","9,313.79"
0,"$8,645.05","$7,766.58","$7,473.32","$7,331.18","$6,752.42","$267,850","26,785","4,199","1,102",2-03,27001,1127 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-033-0000,"1,132.50",0.00,0.00,"9,777.55","8,645.05"
0,"$8,181.41","$9,468.96","$9,111.72","$8,933.69","$7,438.31","$255,150","25,515","3,150",972,2-02,27001,1131 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-034-0000,"1,132.50",0.00,0.00,"9,313.91","8,181.41"
0,"$9,632.59","$7,495.54","$7,214.53","$7,056.39","$7,051.50","$263,890","26,389","3,150",988,2-02,27001,1133 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-035-0000,0.00,0.00,0.00,"9,632.59","9,632.59"
0,"$9,275.85","$9,018.47","$8,678.24","$8,509.68","$7,634.29","$285,130","28,513","6,300","1,106",2-03,27001,1135 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-036-0000,"1,132.50",0.00,0.00,"10,408.35","9,275.85"
0,"$7,952.87","$5,271.35","$6,228.06","$6,113.30","$6,607.55","$248,900","24,890","3,150","1,200",2-03,27001,1139 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-037-0000,"1,132.50",0.00,0.00,"9,085.37","7,952.87"
0,"$10,848.10","$11,368.44","$6,855.51","$9,183.72","$8,204.59","$337,700","33,770","4,158","1,776",2-05,27001,1141 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-038-0000,"1,132.50",0.00,0.00,"11,980.60","10,848.10"
0,"$9,662.38","$9,580.93","$9,219.55","$11,088.57","$9,010.36","$295,730","29,573","4,158","1,754",2-03,27001,1147 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-040-0000,"1,132.50",0.00,0.00,"10,794.88","9,662.38"
0,"$7,010.40","$6,550.21","$6,300.76","$6,201.68","$5,769.33","$247,890","24,789","3,402",988,2-02,27001,1111 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-041-0000,"1,132.50",0.00,906.00,"9,048.90","7,010.40"
0,"$1,084.14","$1,028.22",$989.63,$967.97,$903.55,"$29,710","2,971","2,898",,2-41,27001,1113 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-321-042-0000,0.00,0.00,0.00,"1,084.14","1,084.14"
0,"$3,129.21","$3,635.41","$3,505.27","$3,368.50","$4,828.74","$251,810","25,181","4,435",959,2-02,27001,1100 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-001-0000,"1,132.50","4,024.23",906.00,"9,191.94","3,129.21"
0,"$8,882.65","$6,376.67","$7,074.09","$6,940.70","$6,714.23","$274,350","27,435","4,410","1,159",2-03,27001,1104 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-002-0000,"1,132.50",0.00,0.00,"10,015.15","8,882.65"
0,$0.00,$543.74,$988.62,"$8,830.55","$5,287.91","$251,670","25,167","4,410",959,2-02,27001,1106 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-003-0000,"1,132.50",0.00,0.00,"9,186.84",0.00
0,"$8,935.20","$10,042.47","$9,663.81","$9,473.75","$7,892.31","$275,790","27,579","4,410","1,122",2-03,27001,1108 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-004-0000,"1,132.50",0.00,0.00,"10,067.70","8,935.20"
0,"$9,321.15","$9,185.16","$9,803.11","$9,609.92","$7,121.14","$296,520","29,652","4,410","1,024",2-03,27001,1112 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-005-0000,0.00,0.00,0.00,"9,321.15","9,321.15"
0,"$11,489.44","$14,116.93","$13,585.56","$13,309.52","$12,302.22","$345,760","34,576","4,725","2,003",2-05,27001,1114 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-006-0000,"1,132.50",0.00,0.00,"12,621.94","11,489.44"
0,"$8,467.59","$7,799.21","$7,504.66","$7,361.90","$6,634.54","$262,990","26,299","4,725","1,008",2-03,27001,1118 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-007-0000,"1,132.50",0.00,0.00,"9,600.09","8,467.59"
0,"$8,713.23","$8,438.77","$8,120.31","$9,183.11","$6,604.82","$269,720","26,972","4,725","1,104",2-03,27001,1120 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-008-0000,"1,132.50",0.00,0.00,"9,845.73","8,713.23"
0,"$10,836.10","$7,780.66","$7,484.99","$7,359.95","$7,032.69","$296,840","29,684","4,725","1,593",2-03,27001,1124 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-009-0000,0.00,0.00,0.00,"10,836.10","10,836.10"
0,"$7,943.36","$6,806.38","$8,285.73","$8,125.79","$7,443.47","$256,360","25,636","3,150","1,260",2-03,27001,1126 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-010-0000,"1,132.50",0.00,0.00,"9,075.86","7,943.36"
0,"$9,044.15","$7,917.88","$7,618.45","$9,430.71","$8,577.90","$284,990","28,499","3,150","1,400",2-05,27001,1128 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-011-0000,"1,132.50",0.00,0.00,"10,403.15","9,044.15"
0,"$9,526.59","$9,980.37","$9,604.06","$9,661.86","$8,865.49","$292,010","29,201","3,150","1,400",2-05,27001,1130 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-012-0000,"1,132.50",0.00,0.00,"10,659.09","9,526.59"
0,"$9,947.88","$10,863.34","$9,335.12","$8,970.87","$12,144.86","$328,370","32,837","4,199","1,824",2-05,27001,1132 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-013-0000,"1,132.50",0.00,906.00,"11,986.38","9,947.88"
0,"$11,164.52","$12,578.88","$12,105.11","$11,861.48","$11,067.00","$336,870","33,687","4,199","1,824",2-05,27001,1136 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-014-0000,"1,132.50",0.00,0.00,"12,297.02","11,164.52"
0,"$10,000.09","$9,806.57","$9,436.73","$9,251.63","$9,740.90","$304,970","30,497","4,199","1,360",2-05,27001,1138 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-015-0000,"1,132.50",0.00,0.00,"11,132.59","10,000.09"
0,"$9,329.87","$9,713.29","$9,347.04","$9,163.85","$7,988.79","$286,620","28,662","3,150","1,248",2-05,27001,1140 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-016-0000,"1,132.50",0.00,0.00,"10,462.37","9,329.87"
0,"$7,581.29","$7,216.61","$6,942.16","$8,238.43","$7,145.69","$263,530","26,353","3,150","1,254",2-05,27001,1142 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-017-0000,"1,132.50",0.00,906.00,"9,619.79","7,581.29"
0,"$9,788.65","$8,040.51","$7,736.94","$7,589.02","$8,137.40","$299,180","29,918","6,300","1,288",2-03,27001,1144 S LYMAN AVE,OAK PARK,60304,OAK PARK,16-17-322-018-0000,"1,132.50",0.00,0.00,"10,921.15","9,788.65"
0,"$11,247.76","$12,862.02","$12,377.60","$13,857.75","$11,815.20","$339,150","33,915","4,328","2,040",2-04,27001,1101 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-019-0000,"1,132.50",0.00,0.00,"12,380.26","11,247.76"
0,"$9,740.52","$13,759.72","$13,241.77","$12,973.17","$11,558.05","$297,870","29,787","4,158","1,533",2-05,27001,1103 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-020-0000,"1,132.50",0.00,0.00,"10,873.02","9,740.52"
0,"$11,548.56","$13,801.17","$13,281.61","$13,012.19","$13,359.11","$347,390","34,739","4,158","2,176",2-05,27001,1105 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-021-0000,"1,132.50",0.00,0.00,"12,681.06","11,548.56"
0,"$9,479.82","$9,260.55","$8,911.28","$8,737.66","$7,843.92","$290,710","29,071","4,725","1,454",2-03,27001,1109 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-022-0000,"1,132.50",0.00,0.00,"10,612.32","9,479.82"
0,"$9,579.14","$8,061.29","$8,948.58","$10,206.55","$7,309.51","$293,430","29,343","4,725","1,410",2-03,27001,1113 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-023-0000,"1,132.50",0.00,0.00,"10,711.64","9,579.14"
0,"$8,776.08","$7,723.29","$7,431.59","$7,290.34","$7,065.14","$271,440","27,144","3,150",969,2-02,27001,1115 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-024-0000,"1,132.50",0.00,0.00,"9,908.58","8,776.08"
0,"$14,723.52","$12,849.52","$12,367.84","$13,819.23","$12,638.77","$403,340","40,334","6,300","2,994",2-11,27001,1117 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-025-0000,0.00,0.00,0.00,"14,723.52","14,723.52"
0,"$9,903.37","$8,465.35","$8,145.68","$7,988.88","$8,296.34","$302,320","30,232","4,410","1,734",2-03,27001,1121 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-026-0000,"1,132.50",0.00,0.00,"11,035.87","9,903.37"
0,"$11,104.39","$11,885.64","$11,864.33","$15,293.24","$10,542.94","$335,210","33,521","5,040","1,913",2-04,27001,1123 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-027-0000,"1,132.50",0.00,0.00,"12,236.89","11,104.39"
0,"$9,292.28","$10,380.87","$9,989.59","$9,792.30","$9,086.75","$285,580","28,558","3,150","1,308",2-05,27001,1127 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-028-0000,"1,132.50",0.00,0.00,"10,424.78","9,292.28"
0,"$5,615.16","$6,523.50","$6,289.97","$6,044.54","$7,980.46","$294,570","29,457","3,150","1,386",2-05,27001,1129 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-029-0000,"1,132.50","3,099.20",906.00,"10,752.86","5,615.16"
0,$0.00,$0.00,$379.31,"$10,411.36","$5,065.36","$294,270","29,427","4,725","1,302",2-03,27001,1133 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-030-0000,"1,132.50",0.00,0.00,"10,741.99",0.00
0,"$10,218.89","$10,975.31","$10,563.89","$11,879.64","$10,170.78","$279,930","27,993","4,725","1,468",2-05,27001,1135 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-031-0000,0.00,0.00,0.00,"10,218.89","10,218.89"
0,"$10,672.91","$12,673.22","$12,195.94","$11,950.35","$10,694.70","$323,400","32,340","4,158","1,628",2-05,27001,1137 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-032-0000,"1,132.50",0.00,0.00,"11,805.41","10,672.91"
0,"$8,143.01","$7,342.66","$7,439.32","$9,454.24","$6,993.49","$254,100","25,410","4,284","1,068",2-03,27001,1141 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-033-0000,"1,132.50",0.00,0.00,"9,275.51","8,143.01"
0,"$8,279.37","$9,219.50","$8,871.70","$8,699.01","$7,687.42","$226,820","22,682","4,158","1,073",2-03,27001,1143 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-034-0000,0.00,0.00,0.00,"8,279.37","8,279.37"
0,"$15,905.51","$15,559.47","$14,974.05","$3,482.48","$3,130.47","$466,750","46,675","6,300","1,529",2-03,27001,1145 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-322-035-0000,"1,132.50",0.00,0.00,"17,038.01","15,905.51"
0,"$8,966.57","$7,998.01","$7,695.96","$7,549.03","$7,648.36","$276,660","27,666","4,243","1,308",2-03,27001,1100 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-001-0000,"1,132.50",0.00,0.00,"10,099.07","8,966.57"
0,"$8,961.81","$8,156.42","$7,848.45","$7,698.13","$7,692.59","$276,540","27,654","4,199","1,285",2-03,27001,1102 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-002-0000,"1,132.50",0.00,0.00,"10,094.31","8,961.81"
0,"$10,390.80","$7,688.03","$7,397.59","$7,257.18","$7,188.33","$414,630","41,463","4,199","1,332",2-06,27001,1104 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-003-0000,0.00,0.00,0.00,"10,390.80","10,390.80"
0,"$8,703.38","$6,713.10","$6,459.20","$6,339.32","$6,934.34","$269,460","26,946","3,150","1,350",2-03,27001,1108 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-004-0000,"1,132.50",0.00,0.00,"9,835.88","8,703.38"
0,"$1,115.63","$1,081.90","$1,041.39","$1,018.56",$945.04,,"3,057","3,150",,2-01,27001,1110 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-005-0000,0.00,0.00,0.00,"1,115.63","1,115.63"
0,"$7,960.91","$4,966.50","$4,776.41","$5,025.25","$6,393.90","$273,930","27,393","3,150","1,386",2-03,27001,1112 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-006-0000,"1,132.50",0.00,906.00,"9,999.41","7,960.91"
0,"$1,178.37","$1,117.56","$1,075.65","$1,052.08",$982.52,"$32,290","3,229","3,150",,2-41,27001,1114 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-007-0000,0.00,0.00,0.00,"1,178.37","1,178.37"
0,"$7,927.27","$6,087.35","$6,669.79","$6,545.23","$6,845.03","$248,200","24,820","4,158","1,280",2-03,27001,1116 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-008-0000,"1,132.50",0.00,0.00,"9,059.77","7,927.27"
0,"$8,699.41","$7,436.34","$7,155.28","$7,020.19","$6,941.95","$269,350","26,935","4,158","1,089",2-03,27001,1118 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-009-0000,"1,132.50",0.00,0.00,"9,831.91","8,699.41"
0,"$9,358.07","$8,722.83","$8,395.85","$8,211.86","$7,989.37","$256,350","25,635","4,284","1,026",2-03,27001,1122 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-010-0000,0.00,0.00,0.00,"9,358.07","9,358.07"
0,"$10,389.33","$11,031.36","$9,349.20","$9,166.05","$8,719.33","$284,620","28,462","3,150","1,240",2-05,27001,1124 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-011-0000,0.00,0.00,0.00,"10,389.33","10,389.33"
0,"$10,146.97","$9,481.59","$9,123.90","$8,945.63","$8,272.94","$277,980","27,798","3,150","1,240",2-05,27001,1126 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-012-0000,0.00,0.00,0.00,"10,146.97","10,146.97"
0,"$7,163.63","$6,166.42","$5,932.99","$5,824.74","$7,556.18","$235,000","23,500","3,150",864,2-02,27001,1128 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-013-0000,"1,132.50",0.00,0.00,"8,296.13","7,163.63"
0,"$9,960.68","$12,830.57","$12,347.41","$12,098.47","$11,209.15","$303,890","30,389","4,725","1,320",2-05,27001,1130 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-014-0000,"1,132.50",0.00,0.00,"11,093.18","9,960.68"
0,"$9,253.20","$9,405.68","$9,509.43","$9,703.79","$9,923.53","$292,990","29,299","4,725","1,320",2-05,27001,1134 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-015-0000,"1,132.50",0.00,0.00,"10,385.70","9,253.20"
0,"$5,410.63","$6,022.75","$7,061.15","$7,529.16","$6,991.48","$313,400","31,340","3,150","1,932",2-11,27001,1136 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-016-0000,"1,132.50","3,990.82",906.00,"11,439.95","5,410.63"
0,"$1,115.63","$1,081.90","$1,041.39","$1,018.56",$945.04,,"3,057","3,150",,2-01,27001,1138 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-017-0000,0.00,0.00,0.00,"1,115.63","1,115.63"
0,"$7,161.82","$6,625.60","$6,375.10","$6,257.03","$5,882.19","$227,220","22,722","4,199",880,2-02,27001,1140 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-018-0000,"1,132.50",0.00,0.00,"8,294.32","7,161.82"
0,"$9,525.46","$7,831.05","$8,803.96","$7,391.89","$7,447.49","$291,970","29,197","4,199","1,140",2-03,27001,1142 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-019-0000,"1,132.50",0.00,0.00,"10,657.96","9,525.46"
0,"$8,949.13","$7,663.03","$9,296.81","$9,114.72","$8,933.40","$276,190","27,619","4,199","1,643",2-03,27001,1146 S HUMPHREY AVE,OAK PARK,60304,OAK PARK,16-17-323-020-0000,"1,132.50",0.00,0.00,"10,081.63","8,949.13"
0,"$9,615.83","$9,638.69","$9,277.40","$9,074.01","$9,223.29","$263,420","26,342","1,632","1,436",2-05,27001,9  HARVARD ST,OAK PARK,60304,OAK PARK,16-17-323-021-0000,0.00,0.00,0.00,"9,615.83","9,615.83"
0,"$9,048.79","$6,319.04","$6,080.02","$5,968.47","$7,004.41","$278,900","27,890","1,886","1,626",2-05,27001,7  HARVARD ST,OAK PARK,60304,OAK PARK,16-17-323-022-0000,"1,132.50",0.00,0.00,"10,181.29","9,048.79"
0,"$7,905.08","$8,081.42","$7,774.49","$7,643.15","$7,077.78","$272,400","27,240","2,562","1,410",2-05,27001,902 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-023-0000,"1,132.50",0.00,906.00,"9,943.58","7,905.08"
0,"$11,200.43","$12,708.35","$12,231.97","$10,744.66","$10,506.75","$319,100","31,910","4,462","1,794",2-05,27001,906 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-024-0000,0.00,0.00,0.00,"11,200.43","11,200.43"
0,"$8,014.25","$7,137.67","$6,866.04","$6,754.67","$6,616.17","$275,400","27,540","4,462","1,200",2-03,27001,910 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-025-0000,"1,132.50",0.00,906.00,"10,052.75","8,014.25"
0,"$16,812.42","$17,577.36","$15,694.23","$15,350.30","$14,331.58","$460,560","46,056","5,950","4,630",2-11,27001,914 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-026-0000,0.00,0.00,0.00,"16,812.42","16,812.42"
0,"$10,486.38","$14,015.23","$13,487.76","$13,213.70","$12,817.82","$287,270","28,727","5,950","2,078",2-05,27001,920 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-028-0000,0.00,0.00,0.00,"10,486.38","10,486.38"
0,"$18,076.17","$18,596.24","$17,899.18","$17,506.89","$16,119.44","$495,190","49,519","5,950","5,152",2-11,27001,924 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-029-0000,0.00,0.00,0.00,"18,076.17","18,076.17"
0,"$10,747.09","$11,335.94","$10,910.97","$10,671.88","$10,225.48","$294,410","29,441","4,462","1,550",2-05,27001,928 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-030-0000,0.00,0.00,0.00,"10,747.09","10,747.09"
0,"$7,654.34",$567.59,$547.27,$525.92,"$1,480.88","$265,540","26,554","4,462","1,056",2-03,27001,934 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-031-0000,"1,132.50",0.00,906.00,"9,692.84","7,654.34"
0,"$48,842.23","$49,114.82","$48,203.12","$47,146.62","$49,441.49",,"133,796","11,900",,3-15,27001,1000 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-032-0000,0.00,0.00,0.00,"48,842.23","48,842.23"
0,"$10,336.78","$9,031.36","$8,692.83","$8,502.25","$9,132.69",,"28,318","2,975",,3-14,27001,1008 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-033-0000,0.00,0.00,0.00,"10,336.78","10,336.78"
0,"$10,337.12","$9,031.36","$8,692.83","$8,502.25","$9,132.69",,"28,318","2,975",,3-14,27001,1010 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-034-0000,0.00,0.00,0.00,"10,337.12","10,337.12"
0,"$11,807.90","$2,329.45","$2,246.06","$2,158.42","$3,403.56","$323,480","32,348","5,950","1,452",2-03,27001,1012 S AUSTIN BLVD,OAK PARK,60304,OAK PARK,16-17-323-035-0000,0.00,0.00,0.00,"11,807.90","11,807.90"
0,"$3,011.20","$3,868.29","$3,721.06","$3,661.20","$4,149.61","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1001,"1,132.50",0.00,0.00,"4,143.70","3,011.20"
0,"$4,143.70","$5,183.99","$4,989.66","$4,880.30","$4,149.61","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1002,0.00,0.00,0.00,"4,143.70","4,143.70"
0,"$4,143.70","$5,183.99","$4,989.66","$4,880.30","$5,154.67","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1003,0.00,0.00,0.00,"4,143.70","4,143.70"
0,"$4,143.70","$5,183.99","$4,989.66","$4,880.30","$5,154.67","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1004,0.00,0.00,0.00,"4,143.70","4,143.70"
0,"$3,011.20","$3,868.29","$3,721.06","$3,661.20","$4,149.61","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1005,"1,132.50",0.00,0.00,"4,143.70","3,011.20"
0,"$3,011.20","$3,868.29","$3,721.06","$3,661.20","$4,149.61","$113,520","11,352","5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1006,"1,132.50",0.00,0.00,"4,143.70","3,011.20"
0,$290.94,$364.05,$350.39,$342.81,$362.25,"$7,990",799,"5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1007,0.00,0.00,0.00,290.94,290.94
0,$290.94,$364.05,$350.39,$342.81,$362.25,"$7,990",799,"5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1008,0.00,0.00,0.00,290.94,290.94
0,$290.94,$364.05,$350.39,$342.81,$362.25,"$7,990",799,"5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1009,0.00,0.00,0.00,290.94,290.94
0,$290.94,$364.05,$350.39,$342.81,$362.25,"$7,990",799,"5,950",,2-99,27001,916  AUSTIN AVE,OAK PARK,00000,OAK PARK,16-17-323-036-1010,0.00,0.00,0.00,290.94,290.94
0,"$10,676.19","$12,470.34","$13,487.37","$13,213.46","$11,131.76","$323,490","32,349","4,204","1,920",2-05,27001,1150 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-324-001-0000,"1,132.50",0.00,0.00,"11,808.69","10,676.19"
0,"$7,965.33","$9,452.25","$9,093.96","$8,933.69","$8,333.53","$274,060","27,406","3,150","1,378",2-05,27001,1152 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-324-002-0000,"1,132.50",0.00,906.00,"10,003.83","7,965.33"
0,"$9,816.51","$10,755.32","$2,129.98","$11,363.84","$9,382.24","$285,900","28,590","3,150","1,218",2-05,27001,1154 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-324-003-0000,0.00,0.00,0.00,"9,816.51","9,816.51"
0,"$8,407.34","$8,451.53","$8,132.49","$8,783.86","$8,232.73","$261,340","26,134","3,150","1,218",2-05,27001,1156 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-324-004-0000,"1,132.50",0.00,0.00,"9,539.84","8,407.34"
0,"$11,122.40","$13,766.83","$15,275.85","$14,941.05","$9,707.87","$304,690","30,469","3,150","1,936",2-05,27001,1158 S RIDGELAND AVE,OAK PARK,60304,OAK PARK,16-17-324-005-0000,0.00,0.00,0.00,"11,122.40","11,122.40"
