taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
"$9,190.12","$7,387.00","$7,106.06","$6,989.47","$7,160.19","1,132.50",0.00,906.00,"11,228.62","9,190.12","$307,610","30,761","4,158","1,078",2-03,27001,824  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-010-0000
"$13,107.44","$11,465.93","$11,033.90","$10,813.66","$9,127.81",0.00,0.00,0.00,"13,107.44","13,107.44","$359,080","35,908","4,725","1,320",2-05,27001,822  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-011-0000
"$9,943.80","$9,430.15","$10,376.13","$9,195.18","$8,362.10","1,132.50",0.00,0.00,"11,076.30","9,943.80","$303,430","30,343","4,725","1,320",2-05,27001,818  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-012-0000
"$12,226.92","$13,416.32","$12,911.30","$12,649.99","$11,932.79","1,132.50",0.00,0.00,"13,359.42","12,226.92","$365,980","36,598","4,725","2,275",2-04,27001,816  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-013-0000
"$10,983.55","$10,710.85","$10,307.12","$10,102.93","$9,164.14","1,132.50",0.00,0.00,"12,116.05","10,983.55","$331,920","33,192","4,725","1,224",2-03,27001,812  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-014-0000
"$9,088.88","$9,288.97","$8,938.56","$11,773.34","$9,868.40","1,132.50",0.00,0.00,"10,221.38","9,088.88","$280,010","28,001","4,725","1,254",2-03,27001,810  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-015-0000
"$10,071.66","$10,248.51","$9,862.10","$10,790.25","$8,179.18","1,132.50",0.00,0.00,"11,204.16","10,071.66","$306,940","30,694","4,725","1,554",2-03,27001,806  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-016-0000
"$11,728.17","$11,538.82","$11,104.06","$11,754.93","$11,655.82","1,132.50",0.00,0.00,"12,860.67","11,728.17","$352,310","35,231","4,536","1,816",2-04,27001,804  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-017-0000
"$2,253.56","$2,618.11","$2,524.39","$2,425.89","$3,718.58","1,132.50","10,435.53",906.00,"14,727.60","2,253.56","$403,460","40,346","5,140","1,972",2-05,27001,800  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-018-0000
"$6,474.50","$7,125.70","$6,858.56","$4,920.78","$4,035.89",0.00,0.00,0.00,"6,474.50","6,474.50","$252,380","25,238","3,339",999,2-02,27001,209  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-303-019-0000
"$4,590.14","$5,152.54","$4,959.34","$4,850.68","$3,971.14",0.00,0.00,0.00,"4,590.14","4,590.14","$125,760","12,576","3,150",999,2-02,27001,209  DIVISION ST,OAK PARK,60302,OAK PARK,16-05-303-020-0000
"$8,899.75","$8,658.23","$8,331.53","$8,170.53","$10,140.19","1,132.50",0.00,0.00,"10,032.25","8,899.75","$274,830","27,483","5,250","1,200",2-03,27001,847 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-021-0000
"$13,457.16","$10,456.26","$10,060.38","$11,071.13","$11,210.87","1,132.50",0.00,906.00,"15,495.66","13,457.16","$424,500","42,450","4,199","2,427",2-06,27001,843 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-022-0000
"$11,206.20","$11,251.73","$10,827.75","$10,612.14","$10,157.85","1,132.50",0.00,0.00,"12,338.70","11,206.20","$298,740","29,874","3,150","1,551",2-02,27001,841 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-023-0000
"$11,948.33","$12,627.83","$12,150.40","$11,923.16","$10,986.31","1,132.50",0.00,0.00,"13,080.83","11,948.33","$358,350","35,835","3,150","1,862",2-05,27001,839 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-024-0000
"$8,809.60","$8,961.76","$8,623.56","$10,238.00","$8,964.42","1,132.50",0.00,0.00,"9,942.10","8,809.60","$272,370","27,237","3,150","1,467",2-03,27001,837 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-025-0000
"$11,417.87","$13,502.37","$12,994.02","$13,621.86","$12,614.22","1,132.50",0.00,0.00,"12,550.37","11,417.87","$343,820","34,382","3,150","1,800",2-07,27001,835 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-026-0000
"$12,078.45","$1,103.74","$1,064.23","$1,022.70","$2,065.97",0.00,0.00,0.00,"12,078.45","12,078.45","$330,880","33,088","3,150","1,312",2-03,27001,833 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-027-0000
"$8,229.20","$7,343.45","$7,065.98","$6,932.78","$7,757.05","1,132.50",0.00,0.00,"9,361.70","8,229.20","$256,470","25,647","3,150",997,2-02,27001,831 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-028-0000
"$8,912.66","$8,304.70","$7,993.32","$8,865.54","$7,279.65",0.00,0.00,0.00,"8,912.66","8,912.66","$244,170","24,417","3,150","1,585",2-11,27001,829 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-029-0000
"$8,662.83","$7,646.59","$7,357.75","$8,375.34","$7,393.22","1,132.50",0.00,0.00,"9,795.33","8,662.83","$268,340","26,834","3,140","1,178",2-03,27001,827 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-030-0000
"$12,512.77","$13,127.66","$12,635.51","$12,358.63","$10,931.03",0.00,0.00,0.00,"12,512.77","12,512.77","$342,790","34,279","4,725","1,368",2-03,27001,825 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-031-0000
"$11,617.64","$10,431.92","$10,038.69","$10,745.76","$10,374.80","1,132.50",0.00,0.00,"12,750.14","11,617.64","$349,280","34,928","4,725","1,440",2-05,27001,823 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-032-0000
"$12,618.88","$11,185.82","$14,103.28","$13,815.82","$13,271.82","1,132.50",0.00,0.00,"13,751.38","12,618.88","$376,720","37,672","6,300","1,632",2-05,27001,817 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-033-0000
"$13,121.71","$14,936.22","$14,376.28",$0.00,$0.00,0.00,0.00,0.00,"13,121.71","13,121.71","$384,340","38,434","6,300","1,728",2-05,27001,815 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-034-0000
"$11,809.60","$10,198.65","$11,866.23","$11,627.78","$10,030.21","1,132.50",0.00,0.00,"12,942.10","11,809.60","$354,540","35,454","4,725","1,578",2-03,27001,811 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-035-0000
"$7,320.93","$6,068.53","$5,838.86","$5,732.57","$6,473.02","1,132.50",0.00,0.00,"8,453.43","7,320.93","$231,590","23,159","4,725",839,2-02,27001,807 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-036-0000
"$8,888.09","$8,352.06","$8,653.12","$8,485.18","$8,266.19","1,132.50",0.00,0.00,"10,020.59","8,888.09","$274,520","27,452","4,725","1,227",2-03,27001,805 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-037-0000
"$20,191.12","$23,394.59","$22,515.37","$22,043.64","$19,926.03","1,132.50",0.00,0.00,"21,323.62","20,191.12","$584,140","58,414","4,914","2,980",2-78,27001,801 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-303-038-0000
"$17,761.45","$20,747.27","$19,967.38","$19,551.44","$16,238.47","1,132.50",0.00,0.00,"18,893.95","17,761.45","$517,590","51,759","4,206","2,418",2-78,27001,830  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-040-0000
"$18,889.42","$22,294.67","$21,456.72","$21,008.14","$18,751.98","1,132.50",0.00,0.00,"20,021.92","18,889.42","$548,490","54,849","4,206","3,000",2-78,27001,826  MAPLETON AVE,OAK PARK,60302,OAK PARK,16-05-303-041-0000
"$10,757.28","$10,098.39","$10,730.71","$10,517.18","$9,610.10","1,132.50",0.00,906.00,"12,795.78","10,757.28","$350,520","35,052","4,410","1,769",2-03,27001,836 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-003-0000
"$12,667.47","$11,118.32","$11,818.15","$11,580.84","$10,451.19","1,132.50",0.00,0.00,"13,799.97","12,667.47","$378,040","37,804","5,040","1,612",2-03,27001,834 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-004-0000
"$7,815.61","$6,695.33","$6,440.30","$8,863.22","$7,607.01","1,132.50",0.00,906.00,"9,854.11","7,815.61","$269,950","26,995","4,199","1,166",2-03,27001,832 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-005-0000
"$8,830.78","$6,761.78","$6,506.14","$6,385.28","$6,913.38","1,132.50",0.00,0.00,"9,963.28","8,830.78","$272,940","27,294","4,199",979,2-02,27001,830 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-006-0000
"$10,196.46","$8,911.89","$8,575.61","$8,409.35","$8,425.56","1,132.50",0.00,0.00,"11,328.96","10,196.46","$310,350","31,035","4,199","1,187",2-03,27001,826 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-007-0000
"$13,594.76","$14,341.00","$13,801.23","$13,520.43","$12,880.99","1,132.50",0.00,0.00,"14,727.26","13,594.76","$403,440","40,344","6,300","2,278",2-06,27001,822 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-008-0000
"$9,011.53","$7,426.73","$7,146.15","$7,011.17","$7,394.80","1,132.50",0.00,0.00,"10,144.03","9,011.53","$277,900","27,790","3,780",886,2-02,27001,818 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-009-0000
"$9,304.73","$8,594.42","$8,767.55","$8,614.40","$7,210.16","1,132.50",0.00,906.00,"11,343.23","9,304.73","$310,750","31,075","3,780","1,537",2-03,27001,816 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-010-0000
"$9,146.98","$9,406.73","$9,051.97","$8,875.29","$8,082.55","1,132.50",0.00,0.00,"10,279.48","9,146.98","$281,600","28,160","3,780","1,433",2-03,27001,814 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-011-0000
"$9,545.16","$9,976.56","$9,600.38","$10,645.79","$10,465.69","1,132.50",0.00,0.00,"10,677.66","9,545.16","$292,520","29,252","3,780","1,549",2-03,27001,812 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-012-0000
"$10,963.39","$10,482.18","$10,087.02","$9,887.63","$9,775.50","1,132.50",0.00,0.00,"12,095.89","10,963.39","$331,360","33,136","3,780","1,384",2-03,27001,808 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-013-0000
"$8,862.61","$9,097.54","$8,754.35","$8,584.17","$8,127.35","1,132.50",0.00,0.00,"9,995.11","8,862.61","$273,810","27,381","6,300","1,009",2-03,27001,806 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-014-0000
"$14,323.07","$15,382.11","$14,801.52","$14,516.07","$11,437.01","1,132.50",0.00,906.00,"16,361.57","14,323.07","$448,210","44,821","6,182","2,741",2-04,27001,800 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-015-0000
"$13,256.82","$13,783.67","$13,267.02","$12,976.22","$12,717.31",0.00,0.00,0.00,"13,256.82","13,256.82","$363,170","36,317","6,182","1,447",2-03,27001,843  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-016-0000
"$11,740.06","$11,449.09","$11,823.86","$11,564.75","$10,420.75",0.00,0.00,0.00,"11,740.06","11,740.06","$321,610","32,161","4,199","1,472",2-03,27001,841  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-017-0000
"$10,638.14","$10,816.76","$10,408.99","$11,745.91","$10,580.41","1,132.50",0.00,0.00,"11,770.64","10,638.14","$322,450","32,245","4,199","1,547",2-05,27001,839  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-018-0000
"$14,113.10","$14,869.65","$14,310.06","$14,018.07","$13,425.16","1,132.50",0.00,0.00,"15,245.60","14,113.10","$417,650","41,765","4,199","2,087",2-04,27001,837  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-019-0000
"$2,069.08","$1,973.16","$1,899.22","$1,857.54","$1,731.86",0.00,0.00,0.00,"2,069.08","2,069.08","$56,690","5,669","4,199",,2-41,27001,835  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-020-0000
"$12,401.78","$11,160.82","$10,740.22","$10,526.56","$11,550.01","1,132.50",0.00,0.00,"13,534.28","12,401.78","$370,760","37,076","4,199","1,427",2-03,27001,831  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-021-0000
"$12,204.27","$12,785.31","$14,050.89","$13,764.61","$10,992.63","1,132.50",0.00,906.00,"14,242.77","12,204.27","$390,170","39,017","4,199","2,142",2-04,27001,829  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-022-0000
"$10,394.76","$5,878.94","$5,668.49","$5,447.30","$7,277.07",0.00,0.00,0.00,"10,394.76","10,394.76","$284,760","28,476","6,300","1,813",2-11,27001,827  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-023-0000
"$9,439.73","$8,603.36","$8,278.63","$8,118.96","$11,054.08","1,132.50",0.00,0.00,"10,572.23","9,439.73","$289,630","28,963","3,150","1,432",2-03,27001,823  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-024-0000
"$1,293.43","$1,238.47","$1,191.98","$1,165.95","$1,077.42",0.00,0.00,0.00,"1,293.43","1,293.43","$35,440","3,544","3,150",,2-41,27001,821  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-025-0000
"$10,986.16","$9,468.30","$9,109.44","$8,948.80","$8,278.68",0.00,0.00,0.00,"10,986.16","10,986.16","$303,740","30,374","4,199","1,419",2-03,27001,815  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-028-0000
"$12,040.29","$11,112.93","$10,694.17","$12,355.94","$8,649.26","1,132.50",0.00,0.00,"13,172.79","12,040.29","$360,860","36,086","4,199","1,893",2-04,27001,811  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-029-0000
"$10,738.25","$9,610.66","$10,806.95","$11,763.22","$9,618.28","1,132.50",0.00,906.00,"12,776.75","10,738.25","$350,020","35,002","4,199","1,975",2-04,27001,809  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-030-0000
"$12,531.00","$13,611.71","$2,852.70","$12,833.83","$12,456.43","1,132.50",0.00,0.00,"13,663.50","12,531.00","$374,310","37,431","4,158","2,262",2-06,27001,807  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-031-0000
"$9,022.51","$8,090.50","$7,785.02","$8,624.16","$8,234.74","1,132.50",0.00,0.00,"10,155.01","9,022.51","$278,190","27,819","4,284","1,078",2-03,27001,805  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-032-0000
"$10,658.98","$11,646.18","$11,207.45","$10,983.48","$10,078.17","1,132.50",0.00,0.00,"11,791.48","10,658.98","$323,010","32,301","4,040","1,084",2-03,27001,801  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-033-0000
"$8,097.83","$8,101.55","$7,795.67","$8,657.44","$7,702.21","1,132.50",0.00,0.00,"9,230.33","8,097.83","$252,850","25,285","5,040","1,020",2-03,27001,846 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-034-0000
"$12,002.35","$12,607.30","$12,132.51","$11,888.18","$10,323.69","1,132.50",0.00,0.00,"13,134.85","12,002.35","$359,810","35,981","5,040","1,815",2-04,27001,842 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-035-0000
"$10,470.64","$9,558.30","$9,197.86","$9,017.93","$8,967.72","1,132.50",0.00,906.00,"12,509.14","10,470.64","$342,670","34,267","5,040","1,166",2-03,27001,840 N LOMBARD AVE,OAK PARK,60302,OAK PARK,16-05-304-036-0000
"$11,106.20","$11,029.51","$8,660.61","$8,322.55","$11,381.30","1,132.50",0.00,906.00,"13,144.70","11,106.20","$360,090","36,009","6,300","1,656",2-05,27001,819  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-304-037-0000
$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,0,0,,0-00,27001,824  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-001-0000
"$9,229.42","$6,914.53","$7,921.77","$9,076.93","$9,358.98","1,132.50",0.00,0.00,"10,361.92","9,229.42","$283,860","28,386","3,780",935,2-02,27001,808  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-002-0000
"$9,459.43","$9,069.38","$8,725.43","$9,548.48","$11,100.46","1,132.50",0.00,906.00,"11,497.93","9,459.43","$314,990","31,499","3,780","1,320",2-03,27001,806  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-003-0000
"$10,873.59","$10,179.44","$9,795.62","$9,602.61","$9,707.87","1,132.50",0.00,0.00,"12,006.09","10,873.59","$328,900","32,890","3,780","1,664",2-03,27001,804  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-004-0000
"$13,239.49","$14,167.19","$13,633.90","$13,356.83","$13,030.75","1,132.50",0.00,0.00,"14,371.99","13,239.49","$393,720","39,372","3,780","2,909",2-06,27001,802  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-005-0000
"$9,689.78","$9,578.30","$10,310.04","$10,105.73","$9,125.08","1,132.50",0.00,0.00,"10,822.28","9,689.78","$296,470","29,647","3,701","1,448",2-05,27001,800  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-305-006-0000
"$5,054.80","$5,872.50","$5,662.27","$5,441.33","$7,270.03","1,132.50","3,599.76",906.00,"10,693.07","5,054.80","$292,920","29,292","4,954","1,232",2-03,27001,847 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-007-0000
"$8,018.21","$7,048.07","$6,781.68","$6,654.70","$7,686.56","1,132.50",0.00,0.00,"9,150.71","8,018.21","$250,680","25,068","5,040","1,104",2-03,27001,845 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-008-0000
$0.00,"$6,041.57","$10,984.68","$12,536.86","$9,759.71","1,132.50",0.00,0.00,"14,185.47",0.00,"$388,600","38,860","5,040","1,648",2-03,27001,843 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-009-0000
"$9,137.46","$9,069.51","$8,727.33","$8,557.72","$7,368.24","1,132.50",0.00,0.00,"10,269.96","9,137.46","$281,340","28,134","3,780",968,2-02,27001,841 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-010-0000
"$19,211.39","$9,530.27","$10,439.44","$2,349.08","$10,512.50","1,132.50",0.00,0.00,"20,343.89","19,211.39","$632,300","63,230","3,780",984,2-02,27001,837 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-011-0000
"$9,322.51","$7,500.15","$8,229.92","$8,071.30","$8,212.63","1,132.50",0.00,0.00,"10,455.01","9,322.51","$286,410","28,641","3,780","1,144",2-03,27001,835 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-012-0000
"$9,847.99","$9,521.19","$9,164.37","$9,445.95","$8,405.03",0.00,0.00,0.00,"9,847.99","9,847.99","$275,830","27,583","3,780","1,112",2-03,27001,831 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-013-0000
"$9,676.31","$9,315.81","$8,964.44","$8,789.59","$7,936.10","1,132.50",0.00,0.00,"10,808.81","9,676.31","$296,100","29,610","3,780","1,394",2-03,27001,829 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-014-0000
"$8,452.64","$5,800.53","$5,579.18","$5,495.95","$6,650.34","1,132.50",0.00,906.00,"10,491.14","8,452.64","$287,410","28,741","3,780",968,2-02,27001,825 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-015-0000
"$9,288.54","$10,632.96","$10,232.15","$10,029.54","$10,227.92","1,132.50",0.00,0.00,"10,421.04","9,288.54","$285,480","28,548","3,780","1,295",2-03,27001,823 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-016-0000
"$10,708.24","$10,460.74","$11,944.88","$11,704.70","$9,573.05","1,132.50",0.00,0.00,"11,840.74","10,708.24","$324,370","32,437","3,780","1,424",2-05,27001,821 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-017-0000
"$6,316.75","$4,855.99","$4,669.97","$4,606.74","$5,874.72","1,132.50",0.00,906.00,"8,355.25","6,316.75","$228,890","22,889","3,780",864,2-02,27001,817 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-018-0000
"$13,044.59","$6,562.32","$6,314.08","$6,197.42","$7,096.59","1,132.50",0.00,0.00,"14,177.09","13,044.59","$396,100","39,610","3,780","1,965",2-05,27001,815 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-019-0000
"$8,122.29","$5,819.21","$5,598.84","$5,497.78","$7,045.04","1,132.50",0.00,0.00,"9,254.79","8,122.29","$253,530","25,353","3,780",864,2-02,27001,813 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-020-0000
"$8,096.02","$5,772.37","$5,553.80","$5,453.77","$6,908.64","1,132.50",0.00,0.00,"9,228.52","8,096.02","$252,820","25,282","3,780",864,2-02,27001,811 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-021-0000
"$8,247.43","$7,795.39","$7,500.98","$7,801.39","$8,303.52","1,132.50",0.00,0.00,"9,379.93","8,247.43","$256,960","25,696","3,780","1,056",2-03,27001,809 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-022-0000
"$11,648.22","$11,632.76","$13,035.37","$12,771.29","$13,210.65","1,132.50",0.00,0.00,"12,780.72","11,648.22","$350,130","35,013","3,780","1,909",2-05,27001,805 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-023-0000
"$8,808.59","$6,094.32","$5,863.60","$5,756.83","$7,096.59","1,132.50",0.00,0.00,"9,941.09","8,808.59","$272,330","27,233","3,780",906,2-02,27001,803 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-024-0000
"$10,857.96","$10,619.54","$10,219.21","$10,016.98","$10,237.11","1,132.50",0.00,0.00,"11,990.46","10,857.96","$347,970","34,797","3,694","1,718",2-05,27001,801 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-305-025-0000
"$11,857.50","$11,217.00","$11,305.00","$11,057.24","$11,311.81",0.00,0.00,0.00,"11,857.50","11,857.50","$324,830","32,483","3,694","1,621",2-03,27001,846 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-001-0000
"$4,754.80","$5,523.97","$5,326.22","$5,118.39","$6,889.69","1,132.50","3,060.13",906.00,"9,853.43","4,754.80","$269,930","26,993","3,780","1,128",2-03,27001,842 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-002-0000
"$8,411.42","$9,020.44","$9,831.14","$9,637.35","$7,546.56","1,132.50",0.00,0.00,"9,543.92","8,411.42","$261,450","26,145","4,536","1,056",2-03,27001,840 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-003-0000
"$11,916.62","$11,265.55","$10,841.08","$10,625.19","$10,224.62","1,132.50",0.00,0.00,"13,049.12","11,916.62","$357,470","35,747","4,536","1,502",2-03,27001,838 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-004-0000
"$10,668.94","$10,864.52","$10,453.26","$10,263.12","$11,610.02","1,132.50",0.00,906.00,"12,707.44","10,668.94","$348,100","34,810","4,536","1,902",2-04,27001,836 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-005-0000
"$12,004.61","$15,642.88","$15,056.51","$14,726.48","$13,307.28","1,132.50",0.00,906.00,"14,043.11","12,004.61","$384,700","38,470","4,536","1,656",2-03,27001,832 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-006-0000
"$9,629.87","$9,476.20","$9,118.82","$10,731.37","$8,310.41","1,132.50",0.00,0.00,"10,762.37","9,629.87","$294,820","29,482","4,536","1,024",2-03,27001,828 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-007-0000
"$9,192.62","$8,989.39","$9,354.78","$9,648.57","$8,243.65","1,132.50",0.00,0.00,"10,325.12","9,192.62","$282,850","28,285","4,536","1,084",2-03,27001,826 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-008-0000
"$13,576.07","$13,766.30","$13,247.99","$14,201.91","$13,354.38","1,132.50",0.00,0.00,"14,708.57","13,576.07","$402,920","40,292","4,536","2,000",2-05,27001,824 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-009-0000
"$10,700.99","$10,888.08","$13,155.38","$12,888.69","$10,316.80","1,132.50",0.00,0.00,"11,833.49","10,700.99","$324,160","32,416","4,536","1,781",2-03,27001,820 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-010-0000
"$11,306.99","$10,307.85","$9,917.41","$9,739.15","$10,201.36","1,132.50",0.00,906.00,"13,345.49","11,306.99","$365,590","36,559","4,536","1,595",2-03,27001,816 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-011-0000
"$11,794.99","$11,918.27","$14,046.07","$13,759.86","$11,655.11","1,132.50",0.00,0.00,"12,927.49","11,794.99","$354,130","35,413","4,536","1,840",2-05,27001,814 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-012-0000
"$4,669.98","$5,425.42","$5,231.20","$5,027.08","$6,782.14","1,132.50","3,540.87",906.00,"10,475.85","4,669.98","$286,990","28,699","3,780","1,148",2-03,27001,812 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-013-0000
"$9,620.93","$9,824.73","$10,608.16","$9,156.54","$8,706.40",0.00,0.00,0.00,"9,620.93","9,620.93","$263,560","26,356","3,780","1,153",2-03,27001,810 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-014-0000
"$11,511.52","$11,887.61","$11,442.01","$11,191.22","$11,695.31",0.00,0.00,0.00,"11,511.52","11,511.52","$315,360","31,536","3,780","1,360",2-03,27001,808 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-015-0000
"$9,700.88","$7,248.32","$6,974.38","$6,843.17","$7,842.77",0.00,0.00,0.00,"9,700.88","9,700.88","$265,750","26,575","3,780",990,2-02,27001,804 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-016-0000
"$12,459.54","$13,207.00","$12,712.01","$11,214.26","$9,100.96",0.00,0.00,0.00,"12,459.54","12,459.54","$341,320","34,132","3,780","1,368",2-05,27001,802 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-017-0000
"$9,206.43","$7,455.15","$7,173.43","$7,037.86","$7,712.69","1,132.50",0.00,0.00,"10,338.93","9,206.43","$283,240","28,324","3,694",968,2-02,27001,800 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-306-018-0000
$0.00,"$7,496.60","$7,213.26","$7,076.88","$8,043.21","1,132.50",0.00,0.00,"10,656.49",0.00,"$291,940","29,194","4,292",982,2-02,27001,847 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-019-0000
"$13,246.06","$12,652.69","$12,178.43","$11,911.46","$11,442.61","1,132.50",0.00,0.00,"14,378.56","13,246.06","$393,890","39,389","4,158","2,668",2-06,27001,843 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-306-020-0000
